epoch,acc,loss,val_acc,val_loss
0,0.031684027777777776,0.4626625395483441,0.0,0.8107943137486776
1,0.06640625,0.46193820734818775,0.0,0.8107943137486776
2,0.06640625,0.46193820734818775,0.0,0.8107943137486776
3,0.06640625,0.46193820734818775,0.0,0.8107943137486776
4,0.06640625,0.46193820734818775,0.0,0.8107943137486776
5,0.06640625,0.46193820734818775,0.0,0.8107943137486776
6,0.06640625,0.46193820734818775,0.0,0.8107943137486776
7,0.06640625,0.46193820734818775,0.0,0.8107943137486776
8,0.06640625,0.46193820734818775,0.0,0.8107943137486776
9,0.06640625,0.46193820734818775,0.0,0.8107943137486776
10,0.06640625,0.46193820734818775,0.0,0.8107943137486776
11,0.06640625,0.46193820734818775,0.0,0.8107943137486776
12,0.06640625,0.46193820734818775,0.0,0.8107943137486776
13,0.06640625,0.46193820734818775,0.0,0.8107943137486776
14,0.06640625,0.46193820734818775,0.0,0.8107943137486776
15,0.06640625,0.46193820734818775,0.0,0.8107943137486776
16,0.06640625,0.46193820734818775,0.0,0.8107943137486776
17,0.06640625,0.46193820734818775,0.0,0.8107943137486776
18,0.06640625,0.46193820734818775,0.0,0.8107943137486776
19,0.06640625,0.46193820734818775,0.0,0.8107943137486776
