green_red_vector_pow_2,green_red_vector_pow_4,green_red_vector_pow_6,green_red_vector_pow_8
330.61015625,109303.07541564941,36136706.84177338,11947162295.319141
325.1304687500001,105709.82170959478,34369483.883919485,11174566405.874315
325.12953125000007,105709.21209084477,34369186.57590319,11174437520.8672
330.82312499999995,109443.94003476559,36206586.25461375,11977976010.333364
330.58328124999997,109285.30584201659,36127894.99766364,11943278072.983105
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
326.50328124999993,106604.39266701655,34806684.00144433,11364496535.903452
335.12890625,112311.38380432129,37638791.21376616,12613846932.041561
336.03703125,112920.88637131346,37945599.42233475,12751126578.883085
333.29203125,111083.57809475098,37023271.381717555,12339561322.332638
0.0,0.0,0.0,0.0
329.21015625,108379.3269781494,35679575.168746404,11746078516.236624
327.84015625000006,107479.16805002445,35235987.247140035,11551771564.725399
0.0,0.0,0.0,0.0
328.29296875000006,107776.27333068852,35382192.73254319,11615725093.051281
326.25656250000003,106443.34457431642,34727839.7018195,11330185604.166656
0.0,0.0,0.0,0.0
329.20484375,108375.82914846191,35677847.9010961,11745320343.616606
335.59296874999995,112622.64067443844,37795366.332399294,12683859192.483677
342.2659375,117145.97197275389,40095075.92160334,13723178749.441242
350.63906249999997,122947.75215087886,43110284.55066652,15116149758.95394
356.04609374999995,126768.82087463375,45135543.4817068,16070333945.944979
356.73937500000005,127262.98167539065,45399716.543515325,16195866504.910818
359.10875,128959.0943265625,46310339.16474395,16630448009.527245
359.82171875,129471.66928420411,46586718.57127391,16762913147.238321
358.1615625000001,128279.70485244149,45944859.52698929,16455682677.0295
0.0,0.0,0.0,0.0
357.694375,127945.2659066406,45765301.92268462,16369991067.920973
360.29296875000006,129811.0233306885,46769998.97228928,16850901778.160553
363.86156249999993,132395.2366649414,48173537.68046285,17528498691.565838
0.0,0.0,0.0,0.0
367.93203125,135373.979619751,49808423.299891084,18326114358.088757
372.26390625000005,138580.4158965088,51588486.95138398,19204531670.04936
375.15078125,140738.10867248537,52798011.42013029,19807215232.7083
370.34203124999993,137153.22011037593,50793602.12815497,18811005786.64523
366.7246875,134486.99642197267,49319701.735661544,18086752206.60369
0.0,0.0,0.0,0.0
357.2796875000001,127648.77510009772,45606314.477520704,16294209784.555326
320.1821875000001,102516.63319228521,32823999.870640997,10509660081.081554
