magnitudeScarcityProductByDojiTrend_exp_inv_1,magnitudeScarcityProductByDoji_exp_inv_1,magnitudeScarcityProductByDojiTrend_exp_inv_2,magnitudeScarcityProductByDoji_exp_inv_2,magnitudeScarcityProductByDojiTrend_exp_inv_3,magnitudeScarcityProductByDoji_exp_inv_3,magnitudeScarcityProductByDojiTrend_exp_inv_4,magnitudeScarcityProductByDoji_exp_inv_4,magnitudeScarcityProductByDojiTrend_exp_inv_5,magnitudeScarcityProductByDoji_exp_inv_5,magnitudeScarcityProductByDojiTrend_exp_inv_6,magnitudeScarcityProductByDojiTrend_exp_inv_7,magnitudeScarcityProductByDojiTrend_exp_inv_8,magnitudeScarcityProductByDojiTrend_exp_inv_9,magnitudeScarcityProductByDojiTrend_exp_inv_10,magnitudeScarcityProductByDojiTrend_exp_inv_11,magnitudeScarcityProductByDojiTrend_exp_inv_12,magnitudeScarcityProductByDojiTrend_exp_inv_13
1.9157673242010195e-10,2.267326295269319e-10,3.670164440476334e-20,5.1407685292196955e-20,7.031181109509104e-30,1.1655799664192757e-29,1.3470107020136964e-39,2.642750107101563e-39,2.5805590882669066e-49,5.991976809657204e-49,4.943750779471768e-59,9.471076202305299e-69,1.814437831339431e-78,3.4760407090742303e-88,6.659285208036929e-98,1.2757641004092292e-107,2.4440671769527707e-117,4.682264035758332e-127
0.08857888400683317,0.08857888400683317,0.007846218691896004,0.007846218691896004,0.0006950092954017025,0.0006950092954017025,6.156314776105825e-05,6.156314776105825e-05,5.45319492462231e-06,5.45319492462231e-06,4.830379206947709e-07,4.278695994812392e-08,3.790021162249892e-09,3.3571584491437683e-10,2.9737334885926525e-11,2.6340999375328346e-12,2.3332563282912785e-13,2.0667724166192298e-14
0.09353267153182039,0.09353267153182039,0.008748360643879405,0.008748360643879405,0.0008182575425458767,0.0008182575425458767,7.653381395537807e-05,7.653381395537807e-05,7.158412081765831e-06,7.158412081765831e-06,6.695454059332172e-07,6.262437052879098e-08,5.8574246785564226e-09,5.478605784817967e-10,5.124286353237102e-11,4.792881923123159e-12,4.482910506062766e-13,4.192985958701156e-14
0.09248070707810363,0.09248070707810363,0.008552681181666006,0.008552681181666006,0.0007909580030940632,0.0007909580030940632,7.314835539522384e-05,7.314835539522384e-05,6.764811628550718e-06,6.764811628550718e-06,6.256145626585481e-07,5.78572771130211e-08,5.350681897025974e-09,4.94834845186971e-10,4.5762676369775014e-11,4.2321646684632184e-12,3.9139358101044645e-13,3.619635511767712e-14
0.09150169806276338,0.09150169806276338,0.008372560748369116,0.008372560748369116,0.0007661035256094151,0.0007661035256094151,7.009977348513122e-05,7.009977348513122e-05,6.4142483077045835e-06,6.4142483077045835e-06,5.869146119511759e-07,5.370368361138043e-08,4.913978242666706e-09,4.496373534474776e-10,4.114258135289112e-11,3.764616056474922e-12,3.444687617217993e-13,3.151947662712207e-14
3.5525748899519683e-10,4.1849958323552854e-10,1.262078834871724e-19,1.7514190116831106e-19,4.4836295779051227e-29,7.32968126460163e-29,1.5928429854311682e-38,3.067468554485044e-38,5.658693993678896e-48,1.28373431164008e-47,2.010293419186567e-57,7.141717922437782e-67,2.5371487762372764e-76,9.013411034533041e-86,3.202081771409762e-95,1.1375635296683076e-104,4.041279631224818e-114,1.4356948541163843e-123
0.0913290708611629,0.0913290708611629,0.008340999184363316,0.008340999184363316,0.0007617757055616192,0.0007617757055616192,6.95722673935495e-05,6.95722673935495e-05,6.353970538757249e-06,6.353970538757249e-06,5.803022255839028e-07,5.299846308124285e-08,4.8403003902795504e-09,4.420601373331551e-10,4.0372941607395095e-11,3.687223244935388e-12,3.3675067301763085e-13,3.075512607857148e-14
0.09219624794362705,0.09219624794362705,0.008500148134882755,0.008500148134882755,0.0007836817650012095,0.0007836817650012095,7.225251831495077e-05,7.225251831495077e-05,6.661411093116649e-06,6.661411093116649e-06,6.141571087954108e-07,5.662298107884287e-08,5.220426402852296e-09,4.813037270088269e-10,4.437439775149755e-11,4.0911529774462054e-12,3.771889542839381e-13,3.477540635075933e-14
0.09352765176850843,0.09352765176850843,0.008747421645331379,0.008747421645331379,0.0008181258055168663,0.0008181258055168663,7.651738544121192e-05,7.651738544121192e-05,7.156491379782406e-06,7.156491379782406e-06,6.693298336526213e-07,6.260084760013604e-08,5.854910274758991e-09,5.475960093135209e-10,5.121536886889989e-11,4.790053184766176e-12,4.480024262174457e-13,4.1900614910712153e-14
0.09435861618581255,0.09435861618581255,0.008903548448501487,0.008903548448501487,0.000840126510743939,0.000840126510743939,7.927317497481323e-05,7.927317497481323e-05,7.4801070912791585e-06,7.4801070912791585e-06,7.058125540547858e-07,6.659949588718346e-08,6.284236270587354e-09,5.92971838277315e-10,5.5952002097004753e-11,5.279553490699058e-12,4.981713614613399e-13,4.700676029089416e-14
0.0963221983609932,0.0963221983609932,0.009277965897094521,0.009277965897094521,0.0008936740715264687,0.0008936740715264687,8.608065118764894e-05,8.608065118764894e-05,8.291477558740194e-06,8.291477558740194e-06,7.986533461186959e-07,7.692804602651591e-08,7.409878508889688e-09,7.137357875641336e-10,6.874860010709224e-11,6.62201629655592e-12,6.378471672665894e-13,6.14388413694501e-14
0.09417797179122042,0.09417797179122042,0.00886949037070791,0.00886949037070791,0.0008353106139350311,0.0008353106139350311,7.866785943608034e-05,7.866785943608034e-05,7.408779446846865e-06,7.408779446846865e-06,6.977438217525186e-07,6.571209796250688e-08,6.188632108254895e-09,5.828328201174712e-10,5.489001289202053e-11,5.169430085764442e-12,4.868464407938104e-13,4.585021036773544e-14
0.0927153785732475,0.0927153785732475,0.008596141423980602,0.008596141423980602,0.0007969945063935363,0.0007969945063935363,7.389364738107524e-05,7.389364738107524e-05,6.851077491094456e-06,6.851077491094456e-06,6.352002432214766e-07,5.889283102009804e-08,5.460271123278688e-09,5.062511043073554e-10,4.6937262788981106e-11,4.351806088672374e-12,4.0347934898862306e-13,3.7408740587967664e-14
0.09329925575754357,0.09329925575754357,0.008704751124911527,0.008704751124911527,0.0008121468015088857,0.0008121468015088857,7.577269214664849e-05,7.577269214664849e-05,7.06953578402777e-06,7.06953578402777e-06,6.595824272011133e-07,6.153854956861802e-08,5.741500875150766e-09,5.356777585828515e-10,4.997833620164914e-11,4.6629415716141616e-12,4.3504897827251185e-13,4.0589745890905095e-14
0.09359210116685357,0.09359210116685357,0.008759481400826554,0.008759481400826554,0.000819818269435331,0.000819818269435331,7.672851441142631e-05,7.672851441142631e-05,7.181182883176593e-06,7.181182883176593e-06,6.721019948999409e-07,6.290343790111926e-08,5.8872649237844545e-09,5.510014943429042e-10,5.1569387601628484e-11,4.826487341524289e-12,4.5172109154848015e-13,4.227752609940695e-14
0.09626222106201689,0.09626222106201689,0.009266415203792608,0.009266415203792608,0.0008920057087999187,0.0008920057087999187,8.58664507290788e-05,8.58664507290788e-05,8.26569526189336e-06,8.26569526189336e-06,7.956741845316453e-07,7.659336424472509e-08,7.373047360809317e-09,7.097459149469476e-10,6.832171816248636e-11,6.576800337094084e-12,6.330974079300988e-13,6.094336263595692e-14
7.677864312126076e-10,8.992326014406607e-10,5.894960039541922e-19,8.086192714937382e-19,4.526070330900824e-28,7.2713681108036605e-28,3.4750553867796095e-37,6.538651262310638e-37,2.668100373681664e-46,5.879768384520855e-46,2.0485312640260693e-55,1.5728345084340276e-64,1.2076009941185981e-73,9.271796576031156e-83,7.118759604040235e-92,5.4656870310465276e-101,4.196480339692246e-110,3.222000663666089e-119
0.09642418840288812,0.09642418840288812,0.009297624109155665,0.009297624109155665,0.0008965158588004605,0.0008965158588004605,8.644581407515266e-05,8.644581407515266e-05,8.335467463023549e-06,8.335467463023549e-06,8.037406850807273e-07,7.75000432452905e-08,7.47287877111586e-09,7.205662705380181e-10,6.948001782712425e-11,6.6995543291986716e-12,6.459990888540369e-13,6.228993785175566e-14
0.09353322930694885,0.09353322930694885,0.008748464984586275,0.008748464984586275,0.000818272181487121,0.000818272181487121,7.653563958653212e-05,7.653563958653212e-05,7.158625527601097e-06,7.158625527601097e-06,6.695693629956919e-07,6.262698476598358e-08,5.857704126919543e-09,5.478899833154269e-10,5.124591944442209e-11,4.793196334440566e-12,4.483231318624567e-13,4.193311029610053e-14
0.0940016889707112,0.0940016889707112,0.008836317529346329,0.008836317529346329,0.0008306287720400569,0.0008306287720400569,7.808050747943322e-05,7.808050747943322e-05,7.3396995787569715e-06,7.3396995787569715e-06,6.89944156940773e-07,6.48559160479061e-08,6.096565648245827e-09,5.730874678559266e-10,5.387118990640526e-11,5.0639828380640245e-12,4.760229396967139e-13,4.4746960320294116e-14
5.653604656804746e-10,6.636786700548602e-10,3.19632456154443e-19,4.404693770857879e-19,1.807075542580704e-28,2.923301303841895e-28,1.0216490702732194e-37,1.9401327215034207e-37,5.775999941316891e-47,1.287624704337302e-46,3.2655220165933456e-56,1.8461970479910496e-65,1.0437668227901334e-74,5.901044969944571e-84,3.3362175322092725e-93,1.8861654976211913e-102,1.0663634040855871e-111,6.028797107184243e-121
0.09662340578014873,0.09662340578014873,0.009336082544555278,0.009336082544555278,0.0009020840920995281,0.0009020840920995281,8.716243727874975e-05,8.716243727874975e-05,8.4219315459714e-06,8.4219315459714e-06,8.137557092190299e-07,7.862784809778304e-08,7.597290472371986e-09,7.340760801416562e-10,7.092893096502822e-11,6.853394878186078e-12,6.621983542865664e-13,6.398386029317759e-14
0.0975927658321426,0.0975927658321426,0.00952434794276742,0.00952434794276742,0.0009295074584823503,0.0009295074584823503,9.071320373489798e-05,9.071320373489798e-05,8.852952449983338e-06,8.852952449983338e-06,8.639841153743181e-07,8.431859945441652e-08,8.228885331849109e-09,8.030796792507042e-10,7.837476708166599e-11,7.648810290949758e-12,7.464685516191432e-13,7.284993055922553e-14
0.09596846811076444,0.09596846811076444,0.009209946871526811,0.009209946871526811,0.0008838644926419552,0.0008838644926419552,8.48231213763465e-05,8.48231213763465e-05,8.140345018861413e-06,8.140345018861413e-06,7.812164413532207e-07,7.497214513961148e-08,7.19496192002641e-09,6.904894735802193e-10,6.626521702610183e-11,6.3593713670223416e-12,6.102991282405901e-13,5.856947242658444e-14
0.09329907049290362,0.09329907049290362,0.0087047165548398,0.0087047165548398,0.0008121419634707437,0.0008121419634707437,7.577209030010206e-05,7.577209030010206e-05,7.069465594303876e-06,7.069465594303876e-06,6.595745688301147e-07,6.153769419260744e-08,5.741409668446822e-09,5.35668185385058e-10,4.9977343789046245e-11,4.662839721222317e-12,4.350386118474317e-13,4.058869811388843e-14
0.08927355750348054,0.08927355750348054,0.007969768069327246,0.007969768069327246,0.0007114895480264891,0.0007114895480264891,6.351720307886813e-05,6.351720307886813e-05,5.6704066815215825e-06,5.6704066815215825e-06,5.062173769509379e-07,4.5191826110490534e-08,4.034435086962175e-09,3.601683727299777e-10,3.21535119338446e-11,2.8704583965649275e-12,2.5625603272708794e-13,2.2876887673275423e-14
0.08600046368439947,0.08600046368439947,0.00739607975393171,0.00739607975393171,0.0006360662882849264,0.0006360662882849264,5.4701995726518555e-05,5.4701995726518555e-05,4.7043969969426315e-06,4.7043969969426315e-06,4.0458032309256317e-07,3.4794095383544566e-08,2.992308336464054e-09,2.5733990442260255e-10,2.213135110484285e-11,1.9033064569787304e-12,1.6368523783368282e-13,1.4077006351987923e-14
2.2320722674464206e-10,2.638637930048288e-10,4.982146607103406e-20,6.962410125889512e-20,1.112051127406787e-29,1.837127944272434e-29,2.4821784814671978e-39,4.8475154761088814e-39,5.5404017513351625e-49,1.279083820175698e-48,1.236657709966706e-58,2.7603093787404638e-68,6.161210013858804e-78,1.3752266005847317e-87,3.0696051566197733e-97,6.85158054210167e-107,1.5293222916200974e-116,3.413557875112803e-126
0.08498331407116494,0.08498331407116494,0.007222163670518261,0.007222163670518261,0.000613763403485011,0.000613763403485011,5.2159648083753804e-05,5.2159648083753804e-05,4.432699754943084e-06,4.432699754943084e-06,3.767055154575045e-07,3.2013683132465166e-08,2.7206288882210416e-09,2.3120805927877297e-10,1.9648827117472477e-11,1.6698224460541852e-12,1.4190704537610413e-13,1.2059731006108507e-14
0.08408309229594194,0.08408309229594194,0.00706996641004789,0.00706996641004789,0.0005944646381852663,0.0005944646381852663,4.998442503920545e-05,4.998442503920545e-05,4.202845023931101e-06,4.202845023931101e-06,3.533882060527395e-07,2.971397314582983e-08,2.4984427464999486e-09,2.1007679205008175e-10,1.7663906295182416e-11,1.4852358633246923e-12,1.2488322417717348e-13,1.0500567664704081e-14
0.08371667686199287,0.08371667686199287,0.007008481984815332,0.007008481984815332,0.0005867268216158838,0.0005867268216158838,4.911881973148106e-05,4.911881973148106e-05,4.112064359302877e-06,4.112064359302877e-06,3.4424836320347713e-07,2.881932898257544e-08,2.4126584518137326e-09,2.0197974798884616e-10,1.690907329504898e-11,1.4155714250773679e-12,1.1850693556827313e-13,9.921006830874125e-15
0.08189624503075157,0.08189624503075157,0.006706994950136901,0.006706994950136901,0.000549277701856425,0.000549277701856425,4.498378126116189e-05,4.498378126116189e-05,3.684002772573842e-06,3.684002772573842e-06,3.0170599375667575e-07,2.4708587991943143e-08,2.0235405765520597e-09,1.6572037488697566e-10,1.3571876428331754e-11,1.1114857175017417e-12,9.102650666870328e-14,7.45472909443346e-15
0.07971765174030429,0.07971765174030429,0.006354903998988438,0.006354903998988438,0.0005065980238344273,0.0005065980238344273,4.0384804836359245e-05,4.0384804836359245e-05,3.2193818075450426e-06,3.2193818075450426e-06,2.56641557752947e-07,2.0458862323038656e-08,1.6309324616708253e-09,1.3001410599143178e-10,1.0364419222751986e-11,8.262271620898596e-13,6.586488916585925e-14,5.250594296437698e-15
0.07799379835222232,0.07799379835222232,0.006083032581407118,0.006083032581407118,0.000474438816524265,0.000474438816524265,3.700328538646055e-05,3.700328538646055e-05,2.88602677880134e-06,2.88602677880134e-06,2.2509219062494519e-07,1.7555794926262003e-08,1.3692431293918446e-09,1.0679247252895325e-10,8.32915056795844e-12,6.496220898426478e-13,5.066649428033666e-14,3.9516723381146115e-15
0.07707090038806348,0.07707090038806348,0.005939923686626804,0.005939923686626804,0.00045779526676471323,0.00045779526676471323,3.528269340295016e-05,3.528269340295016e-05,2.719268948681354e-06,2.719268948681354e-06,2.0957650627217496e-07,1.615225003858117e-08,1.244868453766583e-09,9.594313259648685e-11,7.394423615262598e-12,5.698948858790494e-13,4.392231198125099e-14,3.3851321315204393e-15
0.07697495816221823,0.07697495816221823,0.005925144184075247,0.005925144184075247,0.00045608772567430297,0.00045608772567430297,3.510733360208072e-05,3.510733360208072e-05,2.7023855352072007e-06,2.7023855352072007e-06,2.0801601351075824e-07,1.6012023937062003e-08,1.232524872647786e-09,9.487355050595681e-11,7.302887580897108e-12,5.621394660029387e-13,4.327066187690796e-14,3.330757387626486e-15
0.0753876213850913,0.0753876213850913,0.005683293458101875,0.005683293458101875,0.0004284499754397504,0.0004284499754397504,3.2299824530903566e-05,3.2299824530903566e-05,2.4350069425406403e-06,2.4350069425406403e-06,1.8356938145432272e-07,1.3838859026973894e-08,1.04327866472716e-09,7.865029697559467e-11,5.929258810221117e-12,4.469927182791677e-13,3.369771780752264e-14,2.5403907916151636e-15
6.098788218596745e-11,7.28044348604906e-11,3.719521773529446e-21,5.30048573535542e-21,2.2684575571215536e-31,3.858988684486461e-31,1.3834842223759635e-41,2.809514903070629e-41,8.437577276040974e-52,2.0454514475018173e-51,5.145899688461886e-62,3.1383752394071454e-72,1.914028593563224e-82,1.1673255036480812e-92,7.119271028916303e-103,4.341892627615234e-113,2.6480283603712137e-123,1.6149764166742184e-133
0.0745919647994782,0.0745919647994782,0.005563961212646596,0.005563961212646596,0.000415026798919397,0.000415026798919397,3.095766437583578e-05,3.095766437583578e-05,2.309193011396403e-06,2.309193011396403e-06,1.7224724382128156e-07,1.2848260347924175e-08,9.583769836068916e-10,7.148722222583537e-11,5.332372363881988e-12,3.9775213166439564e-13,2.966911300402802e-14,2.2130774328281915e-15
0.07582254387342814,0.07582254387342814,0.0057490581594379355,0.0057490581594379355,0.0004359082145248727,0.0004359082145248727,3.30516697205999e-05,3.30516697205999e-05,2.5060616774802434e-06,2.5060616774802434e-06,1.9001597149026243e-07,1.44074943349725e-08,1.0924128713196204e-09,8.282952286352956e-11,6.2803451313350916e-12,4.76191744260926e-13,3.6106069421388226e-14,2.737654032800252e-15
