redCandlesBySizeTimesMagnitude,greenCandlesBySizeTimesMagnitude,redCandlesBySizeTimesMagnitude_pow_2,greenCandlesBySizeTimesMagnitude_pow_2,redCandlesBySizeTimesMagnitude_pow_3,greenCandlesBySizeTimesMagnitude_pow_3,redCandlesBySizeTimesMagnitude_pow_4,greenCandlesBySizeTimesMagnitude_pow_4,redCandlesBySizeTimesMagnitude_pow_5,greenCandlesBySizeTimesMagnitude_pow_5,redCandlesBySizeTimesMagnitude_pow_6,greenCandlesBySizeTimesMagnitude_pow_6,redCandlesBySizeTimesMagnitude_pow_7,greenCandlesBySizeTimesMagnitude_pow_7,redCandlesBySizeTimesMagnitude_pow_8,greenCandlesBySizeTimesMagnitude_pow_8,redCandlesBySizeTimesMagnitude_pow_9,greenCandlesBySizeTimesMagnitude_pow_9,redCandlesBySizeTimesMagnitude_pow_10,greenCandlesBySizeTimesMagnitude_pow_10,redCandlesBySizeTimesMagnitude_pow_11,greenCandlesBySizeTimesMagnitude_pow_11,redCandlesBySizeTimesMagnitude_pow_12,greenCandlesBySizeTimesMagnitude_pow_12,redCandlesBySizeTimesMagnitude_pow_13,greenCandlesBySizeTimesMagnitude_pow_13,redCandlesBySizeTimesMagnitude_pow_14,greenCandlesBySizeTimesMagnitude_pow_14,redCandlesBySizeTimesMagnitude_pow_15,greenCandlesBySizeTimesMagnitude_pow_15,redCandlesBySizeTimesMagnitude_pow_16,greenCandlesBySizeTimesMagnitude_pow_16,redCandlesBySizeTimesMagnitude_pow_17,redCandlesBySizeTimesMagnitude_pow_18
-0.0,49.73784399227614,0.0,2473.8531249999996,-0.0,123044.1207910548,0.0,6119949.284072264,-0.0,304393082.73182833,0.0,15139855661.243683,-0.0,753023778944.517,0.0,37453779239616.62,-0.0,1862870228741202.2,0.0,9.26551488149857e+16,-0.0,4.608467336840888e+18,0.0,2.2921522944329236e+20,-0.0,1.1400671322704257e+22,0.0,5.670448116558808e+23,-0.0,2.8203586378769806e+25,0.0,1.4027855793299368e+27,-0.0,0.0
-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
-122.97994310557311,0.0,15124.06640625,0.0,-1859956.8261655346,0.0,228737384.6606598,0.0,-28130110551.68553,0.0,3459439395199.7686,0.0,-425441659998845.8,0.0,5.232079114139864e+16,0.0,-6.434407917807779e+18,0.0,7.913031196500498e+20,0.0,-9.731441263382563e+22,0.0,1.1967720929060142e+25,0.0,-1.4717896389591928e+27,0.0,1.8100060606257353e+29,0.0,-2.2259444235649546e+31,0.0,2.7374651856618586e+33,0.0,-3.366533127861825e+35,4.1401605252747433e+37
-48.60015432074265,0.0,2361.975,0.0,-114792.34950173611,0.0,5578925.900625001,0.0,-271136659.71436316,0.0,13177283504.128736,0.0,-640418011828.833,0.0,31124414204664.473,0.0,-1512651333489408.0,0.0,7.351508824106238e+16,0.0,-3.5728446334186445e+18,0.0,1.736408005481833e+20,0.0,-8.438969703019004e+21,0.0,4.101352298747953e+23,0.0,-1.993263546428831e+25,0.0,9.687291595835197e+26,0.0,-4.708038665076239e+28,2.288114056707284e+30
-121.16686905359073,0.0,14681.410156250004,0.0,-1778900.5019244011,0.0,215543804.17604074,0.0,-26116767895.91113,0.0,3164486995746.886,0.0,-383430981435453.7,0.0,4.64591315186794e+16,0.0,-5.629307505067377e+18,0.0,6.820855653288943e+20,0.0,-8.264617237755054e+22,0.0,1.0013977946251153e+25,0.0,-1.213362354518959e+27,0.0,1.4701931752455523e+29,0.0,-1.781387039484606e+31,0.0,2.1584509014699492e+33,0.0,-2.615327377370142e+35,3.168910298660789e+37
-0.0,24.031362971125876,0.0,577.5064062499999,-0.0,13878.266066744225,0.0,333513.6492597899,-0.0,8014787.561186778,0.0,192606269.0193442,-0.0,4628591161.318178,0.0,111231354242.58217,-0.0,2673041047573.3745,0.0,64236819650954.31,-0.0,1543698329142834.5,0.0,3.7097174865552e+16,-0.0,8.914956743974079e+17,0.0,2.1423856138632757e+19,-0.0,5.14844463108667e+20,0.0,1.2372414166638803e+22,-0.0,0.0
-0.0,72.24399088332538,0.0,5219.194218750001,-0.0,377055.41955767956,0.0,27239988.293033432,-0.0,1967925465.9037974,0.0,142170789417.81778,-0.0,10270985214576.0,0.0,742016962204598.4,-0.0,5.36062666527818e+16,0.0,3.8727306393526774e+18,-0.0,2.797815170029697e+20,0.0,2.021253336368549e+22,-0.0,1.4602340760550045e+24,0.0,1.054931372780388e+26,-0.0,7.621245247768029e+27,0.0,5.5058917219934036e+29,-0.0,0.0
-72.16897164813975,0.0,5208.360468749998,0.0,-375882.01900251047,0.0,27127018.772437703,0.0,-1957729048.6866112,0.0,141287292209.40366,0.0,-10196558585702.887,0.0,735875147480187.5,0.0,-5.310735265506831e+16,0.0,3.832703028071384e+18,0.0,-2.7660223616862306e+20,0.0,1.996209893986541e+22,0.0,-1.4406441524285073e+24,0.0,1.0396980699167125e+26,0.0,-7.503394053044485e+27,0.0,5.415122326789878e+29,0.0,-3.908038096733072e+31,2.820390906029791e+33
-0.0,48.11279065903369,0.0,2314.840625,-0.0,111373.4423996517,0.0,5358487.119150389,-0.0,257811769.0128112,0.0,12404043671.948534,-0.0,596793156513.9714,0.0,28713384206100.637,-0.0,1381481043420524.2,0.0,6.646690824151512e+16,-0.0,3.197908441977218e+18,0.0,1.538602994156065e+20,-0.0,7.402648376519319e+21,0.0,3.561620716619096e+23,-0.0,1.7135951194557213e+25,0.0,8.244584325671495e+26,-0.0,0.0
-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
-48.02507157725015,0.0,2306.4075000000003,0.0,-110765.3852738066,0.0,5319515.556056252,0.0,-255470115.33589715,0.0,12268970574.854813,0.0,-589218190036.5782,0.0,28297245751124.457,0.0,-1358977252636789.8,0.0,6.526497982973659e+16,0.0,-3.134355327810887e+18,0.0,1.5052763896665322e+20,0.0,-7.22910063572799e+21,0.0,3.471780754699813e+23,0.0,-1.6673251924497807e+25,0.0,8.00734117099531e+26,0.0,-3.8455313288051184e+28,1.846819173184237e+30
-71.85056758648466,0.0,5162.5040625,0.0,-370928.84705815784,0.0,26651448.195329003,0.0,-1914921679.836181,0.0,137588209579.89426,0.0,-9885790951523.607,0.0,710299690908305.5,0.0,-5.103543594826637e+16,0.0,3.6669250399066214e+18,0.0,-2.6347064541438365e+20,0.0,1.8930515415400905e+22,0.0,-1.3601682773012524e+24,0.0,9.772886273722605e+25,0.0,-7.021874257251343e+27,0.0,5.0452565090443435e+29,0.0,-3.6250454379424225e+31,2.6046157224295987e+33
-0.0,95.80112212286451,0.0,9177.855,-0.0,879248.8076809427,0.0,84233022.40102501,-0.0,8069618065.818579,0.0,773078465808.3594,-0.0,74061784513463.38,0.0,7095202062811581.0,-0.0,6.797283193058125e+17,0.0,6.511873572818558e+19,-0.0,6.238447953982448e+21,0.0,5.976503142966067e+23,-0.0,5.725557074669758e+25,0.0,5.485147925318683e+27,-0.0,5.254833262554321e+29,0.0,5.034189231212571e+31,-0.0,0.0
-0.0,96.57604516649043,0.0,9326.932499999999,-0.0,900758.2543848074,0.0,86991669.85955624,-0.0,8401311437.464929,0.0,811365432842.3656,-0.0,78358464688713.36,0.0,7567550624954026.0,-0.0,7.30844110955263e+17,0.0,7.058203386927902e+19,-0.0,6.816533690902247e+21,0.0,6.583138656114791e+23,-0.0,6.357734961902113e+25,0.0,6.140048988372338e+27,-0.0,5.929816484255107e+29,0.0,5.726782246124207e+31,-0.0,0.0
-72.45025232875314,0.0,5249.039062499999,0.0,-380294.20456160675,0.0,27552411.07965087,0.0,-1996179134.9862394,0.0,144623682023.1452,0.0,-10478022255290.23,0.0,759135356302068.1,0.0,-5.499954811576276e+16,0.0,3.984731138954411e+18,0.0,-2.8869477647948697e+20,0.0,2.0916009401931818e+22,0.0,-1.515370158880533e+24,0.0,1.0978895038235736e+26,0.0,-7.954237158110749e+27,0.0,5.7628648918786796e+29,0.0,-4.1752101555312305e+31,3.0249502929381025e+33
-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
-119.7543057681017,0.0,14341.093749999996,0.0,-1717407.725986512,0.0,205666969.94628897,0.0,-24629505205.34687,0.0,2949489297278.1616,0.0,-353214043165992.4,0.0,4.229890252688773e+16,0.0,-5.065475706860042e+18,0.0,6.066125266602087e+20,0.0,-7.264446200042737e+22,0.0,8.699487114758425e+24,0.0,-1.0418010399664413e+27,0.0,1.2476016028966754e+29,0.0,-1.4940566383006226e+31,0.0,1.789197154979149e+33,0.0,-2.1426406317679065e+35,2.565904413678925e+37
-23.73131172628264,0.0,563.17515625,0.0,-13364.885189466682,0.0,317166.2566172119,0.0,-7526771.30484121,0.0,178620156.1276259,0.0,-4238890605.6619644,0.0,100594434336.5751,0.0,-2387237879170.334,0.0,56652286275381.05,0.0,-1344433065607671.5,0.0,3.1905160175057452e+16,0.0,-7.571513017912668e+17,0.0,1.7968193566769256e+19,0.0,-4.264088026911876e+20,0.0,1.011924021949552e+22,0.0,-2.40142844081985e+23,5.698904691745674e+24
-117.84604959967899,0.0,13887.691406250002,0.0,-1636609.5702859734,0.0,192867972.59523013,0.0,-22728728664.64702,0.0,2678490885551.638,0.0,-315649569751006.44,0.0,3.719805485299444e+16,0.0,-4.3836438172175626e+18,0.0,5.1659510671114705e+20,0.0,-6.087869256843329e+22,0.0,7.174313423983199e+24,0.0,-8.454644956063669e+26,0.0,9.963465088399549e+28,0.0,-1.1741550009922034e+31,0.0,1.3836952848463832e+33,0.0,-1.6306302316884883e+35,1.9216333116229763e+37
-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
-116.44036832215878,0.0,13558.359374999996,0.0,-1578740.3594691942,0.0,183829108.9416503,0.0,-21405129153.50001,0.0,2492421122616.9204,0.0,-290218433531442.6,0.0,3.3793141294281136e+16,0.0,-3.9348858190688486e+18,0.0,4.5817955407801614e+20,0.0,-5.335059603452666e+22,0.0,6.212163052466989e+24,0.0,-7.233465539065623e+26,0.0,8.422673916144439e+28,0.0,-9.80739253053298e+30,0.0,1.1419763985352489e+33,0.0,-1.3297215246065677e+35,1.5483326409109126e+37
-92.20140996752707,0.0,8501.1,0.0,-783813.4062749444,0.0,72268701.21000001,0.0,-6663276148.08393,0.0,614363455856.331,0.0,-56645176862476.3,0.0,5222765174580256.0,0.0,-4.8154631302559725e+17,0.0,4.439924902562421e+19,0.0,-4.093673361661905e+21,0.0,3.77442455891734e+23,0.0,-3.480072661482402e+25,0.0,3.20867606178122e+27,0.0,-2.9584445702528047e+29,0.0,2.727727606880833e+31,0.0,-2.5150033136176118e+33,2.3188685158854648e+35
-91.40183258556691,0.0,8354.295,0.0,-763597.8729604387,0.0,69794244.94702502,0.0,-6379321892.084029,0.0,583081711589.7063,0.0,-53294736986428.15,0.0,4871236627725326.0,0.0,-4.4523995473203174e+17,0.0,4.069574780282256e+19,0.0,-3.7196659276180394e+21,0.0,3.399842823903815e+23,0.0,-3.107518646076975e+25,0.0,2.8403289904525524e+27,0.0,-2.5961127487327644e+29,0.0,2.3728946283292805e+31,0.0,-2.1688691756174394e+33,1.982386172897817e+35
-22.787654278139293,0.0,519.2771875,0.0,-11833.109023274515,0.0,269648.79745791014,0.0,-6144663.572986863,0.0,140022469.15670076,0.0,-3190783618.314319,0.0,72710473970.49706,0.0,-1656901143239.333,0.0,37756890425191.67,0.0,-860390965626855.5,0.0,1.9606291868739212e+16,0.0,-4.4678140078112275e+17,0.0,1.0181100098903017e+19,0.0,-2.3200338922493172e+20,0.0,5.286813025014331e+21,0.0,-1.2047406744719035e+23,2.745321398467809e+24
-45.52629734560016,0.0,2072.6437500000006,0.0,-94359.79565399978,0.0,4295852.114414064,0.0,-195574240.71353987,0.0,8903771035.864597,0.0,-405355727675.91406,0.0,18454345388915.79,0.0,-840158015494185.5,0.0,3.824928363067763e+16,0.0,-1.7413482598264271e+18,0.0,7.927713865910133e+19,0.0,-3.609194587302621e+21,0.0,1.643132659596698e+23,0.0,-7.480574603906608e+24,0.0,3.405628637333974e+26,0.0,-1.550456619919576e+28,7.05865490999128e+29
-0.0,68.38249159141542,0.0,4676.16515625,-0.0,319767.8244773354,0.0,21866520.56852659,-0.0,1495287158.9107816,0.0,102251461570.96797,-0.0,6992209711086.654,0.0,478144721773796.3,-0.0,3.2696727416176292e+16,0.0,2.235883687603477e+18,-0.0,1.5289529746692768e+20,0.0,1.045536139339914e+22,-0.0,7.149636625693261e+23,0.0,4.889099664381451e+25,-0.0,3.343288166891565e+27,0.0,2.286223749601411e+29,-0.0,0.0
-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
-0.0,91.67561016977199,0.0,8404.417500000001,-0.0,770480.1024340097,0.0,70634233.51430626,-0.0,6475436456.298184,0.0,593639588246.722,-0.0,54422271473450.45,0.0,4989194944153546.0,-0.0,4.573874907612178e+17,0.0,4.193127729955559e+19,-0.0,3.8440754316346676e+21,0.0,3.524079607337378e+23,-0.0,3.2307214828950455e+25,0.0,2.9617836323299384e+27,-0.0,2.7152332168469075e+29,0.0,2.4892066190767304e+31,-0.0,0.0
-91.67541927910665,0.0,8404.3825,0.0,-770475.2894694865,0.0,70633645.20630623,0.0,-6475369039.499785,0.0,593632171683.0889,0.0,-54421478236613.8,0.0,4989111835130348.0,0.0,-4.573789193159278e+17,0.0,4.193040419771237e+19,0.0,-3.843987385367695e+21,0.0,3.5239915525718034e+23,0.0,-3.230634031180501e+25,0.0,2.9616972934582293e+27,0.0,-2.7151484115557855e+29,0.0,2.4891236903437706e+31,0.0,-2.281914579498224e+33,2.09195475834606e+35
-113.44154607109337,0.0,12868.984375,0.0,-1459877.4838647433,0.0,165610758.84399414,0.0,-18787140529.269695,0.0,2131242267895.2534,0.0,-241771417922100.9,0.0,2.742692344488358e+16,0.0,-3.1113525995611116e+18,0.0,3.529566492665279e+20,0.0,-4.003994798886757e+22,0.0,4.542193604463303e+24,0.0,-5.1527346504454946e+26,0.0,5.845341852406318e+28,0.0,-6.631046170510415e+30,0.0,7.522361296515046e+32,0.0,-8.533482955820212e+34,9.680514998795686e+36
-0.0,45.16256054521267,0.0,2039.6568750000001,-0.0,92116.12710864678,0.0,4160200.1677347664,-0.0,187885291.9555253,0.0,8485380873.49637,-0.0,383221527448.4694,0.0,17307265435620.379,-0.0,781640423108271.9,0.0,3.530088293321298e+16,-0.0,1.5942782627706957e+18,0.0,7.200168856829802e+19,-0.0,3.2517806193233064e+21,0.0,1.46858739099938e+23,-0.0,6.63251669619454e+24,0.0,2.9954143685901987e+26,-0.0,0.0
-45.437683974868264,0.0,2064.583125,0.0,-93809.87557359596,0.0,4262503.480034767,0.0,-193678286.06759593,0.0,8800292755.133554,0.0,-399864921094.08124,0.0,18168935917308.496,0.0,-825554368370296.8,0.0,3.751127849408152e+16,0.0,-1.7044256177073485e+18,0.0,7.744515257605613e+19,0.0,-3.5189283681362934e+21,0.0,1.5989195512157578e+23,0.0,-7.26512012693798e+24,0.0,3.3011023236726276e+26,0.0,-1.4999444415174014e+28,6.815400151352795e+29
-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
-22.693780122535777,0.0,515.00765625,0.0,-11687.470512359987,0.0,265232.88599611813,0.0,-6019136.796061504,0.0,136596966.97728422,0.0,-3099901533.987769,0.0,70348483813.82979,0.0,-1596473023624.8206,0.0,36230007769701.54,0.0,-822195830163369.6,0.0,1.865873138739328e+16,0.0,-4.2343714747096e+17,0.0,9.609389520419723e+18,0.0,-2.180733728882047e+20,0.0,4.948909174904672e+21,0.0,-1.123094566616866e+23,2.548726115161777e+24
-67.8379249572096,0.0,4601.984062500001,0.0,-312189.04948614957,0.0,21178257.311504006,0.0,-1436689030.2222843,0.0,97462002619.06555,0.0,-6611620019851.533,0.0,448518582752272.94,0.0,-3.0426569958662692e+16,0.0,2.0640753695610476e+18,0.0,-1.4002259002630701e+20,0.0,9.498841954518739e+21,0.0,-6.443817276910363e+23,0.0,4.371351928690159e+25,0.0,-2.9654344410003643e+27,0.0,2.011689190741075e+29,0.0,-1.3646882035872274e+31,9.257761594493951e+32
-112.09763113576486,0.0,12565.878906249998,0.0,-1408605.2585295008,0.0,157901312.68653867,0.0,-17700363105.38868,0.0,1984168774356.9614,0.0,-222420619378969.3,0.0,2.4932824548132056e+16,0.0,-2.7949105693692503e+18,0.0,3.1330285406260475e+20,0.0,-3.5120507768492234e+22,0.0,3.936925725133207e+24,0.0,-4.413200477448858e+26,0.0,4.947093192492435e+28,0.0,-5.545574278862703e+30,0.0,6.2164573994793646e+32,0.0,-6.968501485380339e+34,7.811525090771947e+36
-0.0,112.66448045524373,0.0,12693.285156249996,-0.0,1430082.3773991633,0.0,161119488.05787653,-0.0,18152443413.255505,0.0,2045135606147.6426,-0.0,230414140527144.12,0.0,2.5959489432032212e+16,-0.0,2.9247123897432996e+18,0.0,3.295112018714432e+20,-0.0,3.712420836302908e+22,0.0,4.182579647532886e+24,-0.0,4.712281629519691e+26,0.0,5.309067615486253e+28,-0.0,5.981433446005183e+30,0.0,6.738950915717922e+32,-0.0,0.0
-90.75078512057073,0.0,8235.705000000002,0.0,-747396.69477141,0.0,67826836.84702502,0.0,-6155338696.112376,0.0,558601819355.2283,0.0,-50693553676266.18,0.0,4600479796672950.0,0.0,-4.1749715347939386e+17,0.0,3.788819446385841e+19,0.0,-3.438383394396012e+21,0.0,3.1203599258697105e+23,0.0,-2.831751131314421e+25,0.0,2.5698363843284804e+27,0.0,-2.3321466950921835e+29,0.0,2.116441435959599e+31,0.0,-1.9206872197504173e+33,1.7430387316339652e+35
-0.0,91.35088943190428,0.0,8344.985,-0.0,762321.8020458998,0.0,69638774.65022501,-0.0,6361564003.246003,0.0,581134529874.508,-0.0,53087156183627.86,0.0,4849558934784822.0,-0.0,4.4301152204503174e+17,0.0,4.046949656739532e+19,-0.0,3.6969245062929596e+21,0.0,3.377173418124655e+23,-0.0,3.0850779551147154e+25,0.0,2.8182461516648974e+27,-0.0,2.5744929259262977e+29,0.0,2.3518221861951297e+31,-0.0,0.0
-113.56919008912584,0.0,12897.960937499998,0.0,-1464810.977473057,0.0,166357396.34527585,0.0,-18893074768.26868,0.0,2145671199725.573,0.0,-243682140350396.28,0.0,2.76747833187792e+16,0.0,-3.1430027274058035e+18,0.0,3.569482741993907e+20,0.0,-4.053832640453602e+22,0.0,4.60390489733178e+24,0.0,-5.228617504373303e+26,0.0,5.938098552575024e+28,0.0,-6.743850432853558e+30,0.0,7.658936317413794e+32,0.0,-8.698191945128766e+34,9.87846614448032e+36
-45.25038673867882,0.0,2047.5975,0.0,-92654.57876015191,0.0,4192655.52200625,0.0,-189719283.83284014,0.0,8584870965.221192,0.0,-388468731277.9139,0.0,17578360326209.502,0.0,-795427602992828.4,0.0,3.599340665804576e+16,0.0,-1.6287155713191078e+18,0.0,7.370000948949786e+19,0.0,-3.334953932044077e+21,0.0,1.5090795518067209e+23,0.0,-6.828643333868622e+24,0.0,3.089987517580562e+26,0.0,-1.3982313018821056e+28,6.3270507160291655e+29
-112.06753683605257,0.0,12559.1328125,0.0,-1407471.07909372,0.0,157731817.00201413,0.0,-17676616212.09072,0.0,1980974838485.241,0.0,-222002970683238.03,0.0,2.4879326094756876e+16,0.0,-2.78816479358033e+18,0.0,3.1246276070954854e+20,0.0,-3.501693194571201e+22,0.0,3.9242613107116267e+24,0.0,-4.3978229899247116e+26,0.0,4.928531899218265e+28,0.0,-5.523284301633031e+30,0.0,6.189808669292505e+32,0.0,-6.936766110540554e+34,7.773862916160846e+36
-0.0,89.27632664934193,0.0,7970.262499999999,-0.0,711555.7584310005,0.0,63525084.31890624,-0.0,5671286178.081662,0.0,506311597356.3164,-0.0,45201639551932.586,0.0,4035436337724147.0,-0.0,3.6026893265928506e+17,0.0,3.2163486913700102e+19,-0.0,2.8714379638893246e+21,0.0,2.5635143361750463e+23,-0.0,2.2886114324663438e+25,0.0,2.0431882181828365e+27,-0.0,1.824083387725778e+29,0.0,1.6284746435824476e+31,-0.0,0.0
-89.37643705138396,0.0,7988.147499999999,0.0,-713952.1621909201,0.0,63810500.48175624,0.0,-5703155179.524993,0.0,509727689897.0899,0.0,-45557644789434.62,0.0,4071779971732213.5,0.0,-3.639211863306101e+17,0.0,3.252597900174275e+19,0.0,-2.9070561147838975e+21,0.0,2.598223178478238e+23,0.0,-2.32219930356707e+25,0.0,2.075498998760299e+27,0.0,-1.855007056129103e+29,0.0,1.6579392138199585e+31,0.0,-1.4818069977900054e+33,1.3243862986027866e+35
-88.6258850449461,0.0,7854.5475000000015,0.0,-696116.223815069,0.0,61693916.42975627,0.0,-5467677945.47609,0.0,484577797058.5511,0.0,-42946136137444.37,0.0,3806139324441750.5,0.0,-3.3732246623302336e+17,0.0,2.9895502115445645e+19,0.0,-2.649515333844429e+21,0.0,2.348156414021183e+23,0.0,-2.0810744041659424e+25,0.0,1.8443706091359054e+27,0.0,-1.6345897758555596e+29,0.0,1.4486696557061905e+31,0.0,-1.2838963037471848e+33,1.1378644622552921e+35
-0.0,88.50053672153633,0.0,7832.345000000001,-0.0,693166.7362882416,0.0,61345628.19902502,-0.0,5429121021.133529,0.0,480480124296.4927,-0.0,42522748884270.09,0.0,3763286099133014.0,-0.0,3.330528396099685e+17,0.0,2.947535506211397e+19,-0.0,2.608584743054939e+21,0.0,2.3086114984397308e+23,-0.0,2.0431335669342644e+25,0.0,1.8081841726746937e+27,-0.0,1.600252697730975e+29,0.0,1.4162322263927776e+31,-0.0,0.0
-110.12929191409523,0.0,12128.460937500002,0.0,-1335698.8150546388,0.0,147099564.7124634,0.0,-16199970902.655226,0.0,1784091324538.3662,0.0,-196480714281490.56,0.0,2.1638281938596216e+16,0.0,-2.3830086681351567e+18,0.0,2.62439057246876e+20,0.0,-2.890222754520116e+22,0.0,3.182981854293062e+24,0.0,-3.505395377887088e+26,0.0,3.860467108456473e+28,0.0,-4.2515050911196605e+30,0.0,4.6821524525417914e+32,0.0,-5.156421342322719e+34,5.678730312407295e+36
-21.78803427342632,0.0,474.7184375,0.0,-10343.181586477389,0.0,225357.59490244137,0.0,-4910099.001511317,0.0,106981405.33084492,0.0,-2330914525.9677625,0.0,50786045580.21287,0.0,-1106528101713.4692,0.0,24109072204642.434,0.0,-525289291495259.2,0.0,1.1445021086562536e+16,0.0,-2.4936451169411146e+17,0.0,5.433162527367518e+18,0.0,-1.1837793135937906e+20,0.0,2.579222425675459e+21,0.0,-5.619618660940667e+22,1.2244044398816139e+24
-43.662805968008975,0.0,1906.4406250000002,0.0,-83240.54709890476,0.0,3634515.856650391,0.0,-158693160.63657796,0.0,6928988681.324983,0.0,-302539088347.2231,0.0,13209705512243.127,0.0,-576772808675610.2,0.0,2.5183519232826736e+16,0.0,-1.099583113854536e+18,0.0,4.801088414592972e+19,0.0,-2.0962899188162877e+21,0.0,9.152989997796886e+22,0.0,-3.9964522630093233e+24,0.0,1.7449631972018644e+26,0.0,-7.618998950074159e+27,3.326668728275521e+29
-0.0,43.63777749840154,0.0,1904.2556249999998,-0.0,83097.48326382955,0.0,3626189.48534414,-0.0,158238849.92849076,0.0,6905191724.782433,-0.0,301327220069.8594,0.0,13149250183620.398,-0.0,573804053783642.5,0.0,2.5039533626691424e+16,-0.0,1.0926695970653037e+18,0.0,4.768167275600378e+19,-0.0,2.0807222264780877e+21,0.0,9.079809355502945e+22,-0.0,3.962227003833422e+24,0.0,1.7290278039144105e+26,-0.0,0.0
-21.825150343124786,0.0,476.33718749999997,0.0,-10396.13073120872,0.0,226897.11619541014,0.0,-4952063.6733862795,0.0,108079534.18038236,0.0,-2358852082.501739,0.0,51482301337.79345,0.0,-1123608966707.3962,0.0,24522934625272.016,0.0,-535216735051182.25,0.0,1.1681185708648438e+16,0.0,-2.549436342772128e+17,0.0,5.564183147122791e+18,0.0,-1.2143913372263614e+20,0.0,2.650427351035369e+21,0.0,-5.78459754098769e+22,1.2624971100652628e+24
-0.0,43.700185926377934,0.0,1909.70625,-0.0,83454.51818976598,0.0,3646977.9612890626,-0.0,159373614.97773477,0.0,6964656606.285981,-0.0,304356788608.0737,0.0,13300448250128.127,-0.0,581232061434767.2,0.0,2.539994915107125e+16,-0.0,1.1099825004223589e+18,0.0,4.8506441643482956e+19,-0.0,2.1197405184472066e+21,0.0,9.263305477181967e+22,-0.0,4.0480817164568704e+24,0.0,1.7690192365433636e+26,-0.0,0.0
-108.66334550459045,0.0,11807.722656249998,0.0,-1283066.646618474,0.0,139422314.32691953,0.0,-15150095112.755667,0.0,1646260019664.7761,0.0,-178888121307227.44,0.0,1.9438581732274344e+16,0.0,-2.1122613228933476e+18,0.0,2.2952538192554312e+20,0.0,-2.4940995878248373e+22,0.0,2.7101720523466693e+24,0.0,-2.9449636210103113e+26,0.0,3.2000959944829324e+28,0.0,-3.477331366963549e+30,0.0,3.778584597623099e+32,0.0,-4.105936436498427e+34,4.461647896191155e+36
-107.03484026825097,0.0,11456.45703125,0.0,-1226240.0483799246,0.0,131250407.70887756,0.0,-14048366424.262527,0.0,1503664656250.7998,0.0,-160944506298818.84,0.0,1.7226669523746588e+16,0.0,-1.8438538208281633e+18,0.0,1.973565991903467e+20,0.0,-2.112403207022399e+22,0.0,2.2610073984578355e+24,0.0,-2.4200656573926813e+26,0.0,2.5903134107770543e+28,0.0,-2.772537821672304e+30,0.0,2.9675814288037952e+32,0.0,-3.1763460421504223e+34,3.3997969125826164e+36
-0.0,42.687666544331044,0.0,1822.2368749999998,-0.0,77787.04008478385,0.0,3320547.2286097654,-0.0,141746412.83959624,0.0,6050823605.15177,-0.0,258295540375.28574,0.0,11026033897427.994,-0.0,470675658319897.0,0.0,2.0092045552893256e+16,-0.0,8.576825407554168e+17,0.0,3.6612466300661854e+19,-0.0,1.5629007528082109e+21,0.0,6.6716586177760865e+22,-0.0,2.8479753837323816e+24,0.0,1.2157342350723115e+26,-0.0,0.0
