redCandlesBySizeTimesMagnitude,greenCandlesBySizeTimesMagnitude,redCandlesBySizeTimesMagnitude_pow_2,greenCandlesBySizeTimesMagnitude_pow_2,redCandlesBySizeTimesMagnitude_pow_3,greenCandlesBySizeTimesMagnitude_pow_3,redCandlesBySizeTimesMagnitude_pow_4,greenCandlesBySizeTimesMagnitude_pow_4,redCandlesBySizeTimesMagnitude_pow_5,greenCandlesBySizeTimesMagnitude_pow_5,redCandlesBySizeTimesMagnitude_pow_6,greenCandlesBySizeTimesMagnitude_pow_6,redCandlesBySizeTimesMagnitude_pow_7,greenCandlesBySizeTimesMagnitude_pow_7,redCandlesBySizeTimesMagnitude_pow_8,greenCandlesBySizeTimesMagnitude_pow_8,redCandlesBySizeTimesMagnitude_pow_9,greenCandlesBySizeTimesMagnitude_pow_9,redCandlesBySizeTimesMagnitude_pow_10,greenCandlesBySizeTimesMagnitude_pow_10,redCandlesBySizeTimesMagnitude_pow_11,greenCandlesBySizeTimesMagnitude_pow_11,redCandlesBySizeTimesMagnitude_pow_12,greenCandlesBySizeTimesMagnitude_pow_12,redCandlesBySizeTimesMagnitude_pow_13,greenCandlesBySizeTimesMagnitude_pow_13,redCandlesBySizeTimesMagnitude_pow_14,greenCandlesBySizeTimesMagnitude_pow_14,redCandlesBySizeTimesMagnitude_pow_15,greenCandlesBySizeTimesMagnitude_pow_15,redCandlesBySizeTimesMagnitude_pow_16,greenCandlesBySizeTimesMagnitude_pow_16,redCandlesBySizeTimesMagnitude_pow_17,redCandlesBySizeTimesMagnitude_pow_18
-124.94151756922116,0.0,15610.3828125,0.0,-1950384.9184302369,0.0,243684051.5527954,0.0,-30446255208.422585,0.0,3804001330040.1216,0.0,-475277699010548.5,0.0,5.938191698118546e+16,0.0,-7.419266823798815e+18,0.0,9.269744562163994e+20,0.0,-1.1581759530758049e+23,0.0,1.4470426118947014e+25,0.0,-1.8079569991745353e+27,0.0,2.2588889117676154e+29,0.0,-2.822290086565324e+31,0.0,3.5262120643604013e+33,0.0,-4.4057028659208476e+35,5.504552020272176e+37
-24.869154463913727,0.0,618.4748437500001,0.0,-15380.94642126366,0.0,382511.132351587,0.0,-9512728.434618164,0.0,236573512.81378335,0.0,-5883383232.236651,0.0,146314766372.89328,0.0,-3638724525278.933,0.0,90492002270792.94,0.0,-2250459582221181.2,0.0,5.596702696505331e+16,0.0,-1.3918526384799355e+18,0.0,3.4614198257363386e+19,0.0,-8.608258431069035e+20,0.0,2.1408010858754346e+22,0.0,-5.323991288115042e+23,1.3240316170866398e+25
-49.737743465099015,0.0,2473.843125,0.0,-123043.37472414886,0.0,6119899.807109765,0.0,-304390006.6381344,0.0,15139672063.507317,0.0,-753013125240.4531,0.0,37453173649062.13,0.0,-1862836342910858.8,0.0,9.265327614116352e+16,0.0,-4.60836487991017e+18,0.0,2.2920967019054386e+20,0.0,-1.1400371775657224e+22,0.0,5.6702876678439435e+23,0.0,-2.8202731339653666e+25,0.0,1.4027402163868022e+27,0.0,-6.976913303082426e+28,3.470159240469503e+30
-74.34440021783752,0.0,5527.089843749999,0.0,-410908.17938369495,0.0,30548722.14088439,0.0,-2271126424.985423,0.0,168845531884.42282,0.0,-12552719797409.176,0.0,933224424440960.1,0.0,-6.938001010369981e+16,0.0,5.158015238267069e+18,0.0,-3.834695492034315e+20,0.0,2.8508813637333648e+22,0.0,-2.119470650789677e+24,0.0,1.5757077431226827e+26,0.0,-1.1714504708105824e+28,0.0,8.709078263731612e+29,0.0,-6.474711999673325e+31,4.813585801989487e+33
-74.04409897993222,0.0,5482.528593749999,0.0,-405948.8898559335,0.0,30058119.78128634,0.0,-2225626396.236224,0.0,164794501175.26483,0.0,-12202060356369.865,0.0,903490564786157.2,0.0,-6.689814480646109e+16,0.0,4.953412855623442e+18,0.0,-3.667709917702509e+20,0.0,2.715722761760436e+22,0.0,-2.010832449738446e+24,0.0,1.4889027694049307e+26,0.0,-1.1024446402931388e+28,0.0,8.162952006576094e+29,0.0,-6.0441842634335655e+31,4.4753617785462365e+33
-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
-120.90349974256328,0.0,14617.65625,0.0,-1767325.7986587535,0.0,213675874.24316406,0.0,-25834161006.55037,0.0,3123440478604.8013,0.0,-377634885100907.3,0.0,4.565737923358046e+16,0.0,-5.52013693841331e+18,0.0,6.674038749123677e+20,0.0,-8.069146421865318e+22,0.0,9.75588042338699e+24,0.0,-1.179520086257447e+27,0.0,1.4260810644517548e+29,0.0,-1.724181916088171e+31,0.0,2.0845962784789847e+33,0.0,-2.520349856184323e+35,3.047191181883507e+37
-0.0,47.2756544111237,0.0,2234.9875,-0.0,105660.49666318134,0.0,4995169.125156251,-0.0,236149889.286002,0.0,11164140555.110155,-0.0,527792050680.59845,0.0,24951714588914.258,-0.0,1179608635870504.0,0.0,5.576677020979101e+16,-0.0,2.6364105560626284e+18,0.0,1.2463803433425528e+20,-0.0,5.892344637668023e+21,0.0,2.785644487616314e+23,-0.0,1.3169316610880063e+25,0.0,6.225880609266367e+26,-0.0,0.0
-0.0,95.00265785755681,0.0,9025.505000000001,-0.0,857446.9635066685,0.0,81459740.50502501,-0.0,7738891856.364254,0.0,735215295226.8059,-0.0,69847407144074.87,0.0,6635689323146014.0,-0.0,6.304081224158835e+17,0.0,5.9890447164500976e+19,-0.0,5.689751660905169e+21,0.0,5.4054153033543945e+23,-0.0,5.135288206425792e+25,0.0,4.8786602847501606e+27,-0.0,4.634856938353702e+29,0.0,4.403237279331401e+31,-0.0,0.0
-0.0,95.42734146983243,0.0,9106.3775,-0.0,868997.395245699,0.0,82926111.17250624,-0.0,7913418327.62404,0.0,755156472943.8094,-0.0,72062574606763.17,0.0,6876739914194865.0,-0.0,6.562290079910995e+17,0.0,6.262218962797605e+19,-0.0,5.975869073217468e+21,0.0,5.702612986289345e+23,-0.0,5.441851967129341e+25,0.0,5.19301465895531e+27,-0.0,4.955555831179737e+29,0.0,4.72895518474808e+31,-0.0,0.0
-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
-119.37837037126953,0.0,14251.195312500002,0.0,-1701284.4722489254,0.0,203096567.83502203,0.0,-24245337296.142925,0.0,2894368855515.3047,0.0,-345525037224773.5,0.0,4.1248215866365704e+16,0.0,-4.924144790849081e+18,0.0,5.878363806037391e+20,0.0,-7.017494916141973e+22,0.0,8.377371071776974e+24,0.0,-1.0000769065441507e+27,0.0,1.1938755134918111e+29,0.0,-1.4252291322681502e+31,0.0,1.7014153121583032e+33,0.0,-2.031121872901831e+35,2.424720192124614e+37
-0.0,95.12558804023237,0.0,9048.8775,-0.0,860779.7932915278,0.0,81882184.01000625,-0.0,7789090903.970357,0.0,740941852539.0054,-0.0,70482529426392.03,0.0,6704692058248524.0,-0.0,6.377877746695667e+17,0.0,6.0669937110313755e+19,-0.0,5.771263443982513e+21,0.0,5.489948288439332e+23,-0.0,5.222345592482587e+25,0.0,4.967786954342218e+27,-0.0,4.725636552903985e+29,0.0,4.495289559594082e+31,-0.0,0.0
-118.19181311537616,0.0,13969.304687500005,0.0,-1651057.4489767489,0.0,195141473.45220962,0.0,-23064124561.322697,0.0,2725990699821.6094,0.0,-322189783347569.1,0.0,3.808019466109942e+16,0.0,-4.5007672507818086e+18,0.0,5.319538417802089e+20,0.0,-6.287258905369283e+22,0.0,7.431025295513908e+24,0.0,-8.782863529830128e+26,0.0,1.0380625649355354e+29,0.0,-1.2269049667692884e+31,0.0,1.4501012254272254e+33,0.0,-1.7139009303407257e+35,2.0256905845710042e+37
-0.0,94.2004777057951,0.0,8873.729999999998,-0.0,835909.6050322449,0.0,78743084.11289997,-0.0,7417636139.462782,0.0,698744867785.1638,-0.0,65822100339835.06,0.0,6200473295611241.0,-0.0,5.840875464486045e+17,0.0,5.5021325897464324e+19,-0.0,5.183035183547375e+21,0.0,4.8824439025610604e+23,-0.0,4.599285479929984e+25,0.0,4.332548893147315e+27,-0.0,4.0812817541819085e+29,0.0,3.844586908958812e+31,-0.0,0.0
-0.0,93.37859765492304,0.0,8719.562499999998,-0.0,814220.5184144548,0.0,76030770.19140624,-0.0,7099646699.097239,0.0,662955052607.1035,-0.0,61905813120697.055,0.0,5780678015898426.0,-0.0,5.3979160661923795e+17,0.0,5.040498325200232e+19,-0.0,4.706746650891859e+21,0.0,4.395094017772874e+23,-0.0,4.104077159411724e+25,0.0,3.832329698134668e+27,-0.0,3.5785757296312986e+29,0.0,3.3416238323491366e+31,-0.0,0.0
-0.0,94.27694575027343,0.0,8888.142499999998,-0.0,837946.9282931995,0.0,78999077.10030623,-0.0,7447791706.107238,0.0,702155054636.0084,-0.0,66197033994199.24,0.0,6240854182700128.0,-0.0,5.88368671217787e+17,0.0,5.5469601297559765e+19,-0.0,5.229504592319338e+21,0.0,4.93021720750896e+23,-0.0,4.6480582020938675e+25,0.0,4.38204730962917e+27,-0.0,4.1312603648504094e+29,0.0,3.8948260929725684e+31,-0.0,0.0
-0.0,47.4507639559154,0.0,2251.575,-0.0,106838.95385404021,0.0,5069589.980625,-0.0,240555917.52391058,0.0,11414562060.625734,-0.0,541629689998.899,0.0,25700742571653.387,-0.0,1219519869259271.0,0.0,5.786714945577047e+16,-0.0,2.745840449627443e+18,0.0,1.3029222703587641e+20,-0.0,6.182465710369909e+21,0.0,2.933627210883034e+23,-0.0,1.392028523182613e+25,0.0,6.605281687343968e+26,-0.0,0.0
-0.0,47.325508449460955,0.0,2239.70375,-0.0,105995.11874491439,0.0,5016272.887764064,-0.0,237397664.9346801,0.0,11234965197.748503,-0.0,531700440395.44653,0.0,25162993684516.816,-0.0,1190851470230333.2,0.0,5.635765131643864e+16,-0.0,2.667154503567891e+18,0.0,1.2622444299462007e+20,-0.0,5.973635943470395e+21,0.0,2.8270535831671182e+23,-0.0,1.3379174823725432e+25,0.0,6.331762511670333e+26,-0.0,0.0
-118.15745255272729,0.0,13961.183593750002,0.0,-1649617.8880584305,0.0,194914647.3383942,0.0,-23030618194.717888,0.0,2721239176602.3564,0.0,-321534688894015.6,0.0,3.7991719747050584e+16,0.0,-4.4890048234086415e+18,0.0,5.304093744308706e+20,0.0,-6.267182049283735e+22,0.0,7.405142656275471e+24,0.0,-8.74972792055046e+26,0.0,1.0338455616217141e+29,0.0,-1.221565578941654e+31,0.0,1.443370769338433e+33,0.0,-1.705450131940994e+35,2.015116430458605e+37
-116.75431603371243,0.0,13631.570312499998,0.0,-1591544.668301397,0.0,185819709.18463132,0.0,-21695253051.434982,0.0,2533014431198.6035,0.0,-295740367418116.1,0.0,3.4528964321460956e+16,0.0,-4.0314056127046333e+18,0.0,4.7068400496579884e+20,0.0,-5.4954389067790346e+22,0.0,6.416162108660386e+24,0.0,-7.491146185580654e+26,0.0,8.74623649206023e+28,0.0,-1.0211608594995886e+31,0.0,1.1922493771127237e+33,0.0,-1.3920026056641572e+35,1.625223121414642e+37
-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
-0.0,116.6704593877559,0.0,13611.996093749998,-0.0,1588117.837442151,0.0,185286437.6562652,-0.0,21617453799.677254,0.0,2522118265601.9346,-0.0,294256696678027.9,0.0,3.4331063979349056e+16,-0.0,4.0054210057410934e+18,0.0,4.673143087811806e+20,-0.0,5.452177508397195e+22,0.0,6.361080545682911e+24,-0.0,7.421501894673422e+26,0.0,8.658700353986489e+28,-0.0,1.0102145480005283e+31,0.0,1.1786219539541581e+33,-0.0,0.0
-0.0,70.91330314193523,0.0,5028.696562500001,-0.0,356601.48374537023,0.0,25287789.11769933,-0.0,1793240655.4927433,0.0,127164618209.39954,-0.0,9017663120011.607,0.0,639472278461232.5,-0.0,4.53470915333854e+16,0.0,3.2157120485120435e+18,-0.0,2.2803676331330807e+20,0.0,1.6170840124342349e+22,-0.0,1.1467276877972586e+24,0.0,8.131824814601746e+25,-0.0,5.766545581749649e+27,0.0,4.089247949204001e+29,-0.0,0.0
-94.35170904652443,0.0,8902.245,0.0,-839942.0301008769,0.0,79249966.04002501,0.0,-7477369737.755382,0.0,705502613929.9825,0.0,-66565377361084.164,0.0,6280557117345118.0,0.0,-5.925812977858248e+17,0.0,5.591105819509999e+19,0.0,-5.27530389530737e+21,0.0,4.9773393826203795e+23,0.0,-4.6962047725480564e+25,0.0,4.430949463223536e+27,0.0,-4.1806765455392074e+29,0.0,3.944539770423441e+31,0.0,-3.721740687414368e+33,3.511525944855323e+35
-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
-116.56750994595365,0.0,13587.984375000002,0.0,-1583917.5037782756,0.0,184633319.3752442,0.0,-21522246292.628212,0.0,2508794658775.203,0.0,-292443946339133.9,0.0,3.4089462623520924e+16,0.0,-3.9737237734194903e+18,0.0,4.632070854805489e+20,0.0,-5.3994896543790085e+22,0.0,6.294050639898988e+24,0.0,-7.336818105667613e+26,0.0,8.552346175040622e+28,0.0,-9.969256978202863e+30,0.0,1.16209146196043e+33,0.0,-1.3546210805018024e+35,1.5790480627439234e+37
-0.0,116.06958446337266,0.0,13472.1484375,-0.0,1563706.6709695004,0.0,181498783.52203372,-0.0,21066488384.010082,0.0,2445178552834.5176,-0.0,283810858566253.4,0.0,3.2941808419978056e+16,-0.0,3.823542014778884e+18,0.0,4.437969328336317e+20,-0.0,5.151132558011894e+22,0.0,5.978898155241905e+24,-0.0,6.939682244277533e+26,0.0,8.054860344011387e+28,-0.0,9.349242930399006e+30,0.0,1.0851627419785371e+33,-0.0,0.0
-0.0,93.52541098546426,0.0,8747.002499999999,-0.0,818067.0037033833,0.0,76510052.73500624,-0.0,7155634126.561003,0.0,669233622548.2313,-0.0,62590349594114.4,0.0,5853788169513435.0,-0.0,5.474779443755926e+17,0.0,5.120309975320444e+19,-0.0,4.788790948148169e+21,0.0,4.478736415490286e+23,-0.0,4.1887566395429404e+25,0.0,3.917551862313457e+27,-0.0,3.663906479797369e+29,0.0,3.4266835933535457e+31,-0.0,0.0
