,open,high,low,close,week_days,week_days_exp_1,week_days_exp_inv_1,week_days_pow_1,week_days_exp_2,week_days_exp_inv_2,week_days_pow_2,week_days_exp_3,week_days_exp_inv_3,week_days_pow_3,week_days_exp_4,week_days_exp_inv_4,week_days_pow_4,week_days_exp_5,week_days_exp_inv_5,week_days_pow_5,week_days_exp_6,week_days_exp_inv_6,week_days_pow_6,week_days_exp_7,week_days_exp_inv_7,week_days_pow_7,week_days_exp_8,week_days_exp_inv_8,week_days_pow_8,week_days_exp_9,week_days_exp_inv_9,week_days_pow_9,week_days_exp_10,week_days_exp_inv_10,week_days_pow_10,week_days_exp_11,week_days_exp_inv_11,week_days_pow_11,week_days_exp_12,week_days_exp_inv_12,week_days_pow_12,week_days_exp_13,week_days_exp_inv_13,week_days_pow_13,week_days_exp_14,week_days_exp_inv_14,week_days_pow_14,week_days_exp_15,week_days_exp_inv_15,week_days_pow_15,week_days_exp_16,week_days_exp_inv_16,week_days_pow_16,week_days_exp_17,week_days_exp_inv_17,week_days_pow_17,week_days_exp_18,week_days_exp_inv_18,week_days_pow_18,week_days_exp_19,week_days_exp_inv_19,week_days_pow_19
week_days_pow_6,0.01904088189468664,0.018732924527389654,0.01871568662536228,0.0184490162969106,0.798827718981044,0.9957439119148161,-0.5038716382023267,0.798827718981044,0.6590752575522251,-0.38076288624371246,0.8874478737206971,0.39438217880545073,-0.3419335642166342,0.9415021308044276,0.3466512175193396,-0.3287794726185902,0.9741034807761082,0.33796803355981647,-0.32409356340156303,0.9930968595948093,0.3360021442414665,-0.3223901806410651,1.0,0.3354456547044837,-0.3217662923851163,0.9911972385963271,0.33526350581041664,-0.32153714803534417,0.9603508390146406,0.3351995519808724,-0.32145290073884547,0.9035855967267794,0.33517643813664705,-0.3214219146814826,0.8251639656810666,0.3351679909837245,-0.3214105164669261,0.7371735019122928,0.3351648910225264,-0.32140632342254666,0.6526139212545649,0.33516375163538636,-0.32140478090451535,0.5795724770513366,0.3351633326169699,-0.3214042134461166,0.5206078372988573,0.33516317848747884,-0.32140400469017155,0.474887310512936,0.33516312178894453,-0.3214039278931785,0.4402354045427823,0.3351631009310625,-0.32140389964116256,0.4142879879121938,0.3351630932579282,-0.3214038892478138,0.39496601663497144,0.3351630904351835,-0.3214038854242946,0.3805986786489044
week_days_exp_7,0.005539570085151084,0.005400773354785474,0.0057231633110828625,0.005291695854583334,0.05375811841887528,0.34199394251695603,-0.016272982346881383,0.05375811841887528,0.9206807362586186,-0.011317637636596708,0.08323714527664597,0.9959737001959554,-0.010097053923878102,0.1230392094318395,0.9996252637780974,-0.009699466394745409,0.17611644111076658,0.9999601053139355,-0.009559032776193499,0.24600161015848343,0.9999971347594744,-0.009508110684445792,0.3354456547044837,1.0,-0.009489475437349078,0.44403412292581007,0.9999996126269549,-0.00948263305728517,0.5651178799775585,0.9999992751941649,-0.009480117659729465,0.6850068262318475,0.9999991246761158,-0.009479192536410566,0.7881399406280343,0.9999990657328651,-0.009478852234993548,0.865439317408421,0.9999990435654209,-0.009478727049486178,0.9172989509427789,0.9999990353451126,-0.009478680996904259,0.9496476928900933,0.9999990323120496,-0.009478664055189075,0.9690884991802822,0.999999031195168,-0.009478657822689118,0.9806546961447656,0.9999990307839541,-0.00947865552988352,0.9875938967025019,0.99999903063292,-0.00947865468640588,0.9918405177695303,0.9999990305771217,-0.009478654376109051,0.9945073704709818,0.9999990305568517,-0.009478654261956342,0.9962290485463265
week_days_exp_inv_7,-0.005236105289898243,-0.004876344435998874,-0.005717544553753708,-0.004937938556768615,-0.7061803663864364,-0.37942634721167345,0.9420962619539086,-0.7061803663864364,-0.11320221108322119,0.9917273610977742,-0.5755379054672433,-0.02402666057425348,0.9988882574630561,-0.477717339565127,-0.011639669634856232,0.9998582345540747,-0.4098450488069928,-0.009850690802139692,0.9999840805367433,-0.36093150746660313,-0.009551692320355796,0.9999988476839031,-0.3217662923851163,-0.009489475437349078,1.0,-0.28583315206651827,-0.009473011850841068,0.9999998439917672,-0.2489663135344528,-0.009467822662351284,0.9999997080829676,-0.20981515341680154,-0.009466030957079518,0.9999996474571752,-0.1701391775260869,-0.009465387693963337,0.9999996237157612,-0.1333721740436519,-0.009465153197988721,0.9999996147872178,-0.10224334251237624,-0.009465067222333355,0.9999996114761971,-0.07764778992043853,-0.009465035632982963,0.9999996102546194,-0.059063724058709195,-0.009465024017234654,0.999999609804793,-0.04537989680712089,-0.009465019744757285,0.9999996096390527,-0.03544083257134669,-0.009465018173100205,0.9999996095781767,-0.028268414166305128,-0.009465017594933574,0.9999996095558046,-0.02310521407437743,-0.0094650173822397,0.9999996095475834,-0.01938915681199839
week_days_pow_7,0.020305578784415558,0.02001373144127184,0.019963068727182,0.01970327723810458,0.7399909129041908,0.9836792084434826,-0.4527045394413507,0.7399909129041908,0.747380754825819,-0.3390406935855276,0.8327151089947242,0.5022982752196724,-0.3039247523901242,0.8946416356221615,0.4556316479579241,-0.29211354750683666,0.9376178384964364,0.44675810451186454,-0.28791600119993666,0.9692274412867928,0.4446516329735495,-0.2863913963248176,0.9911972385963271,0.44403412292581007,-0.28583315206651827,1.0,0.44382827582250306,-0.2856281396460564,0.9886716386284446,0.4437554351287073,-0.28555276765620924,0.9516669740076632,0.443729029166265,-0.28552504632516684,0.8910295658787497,0.443719367822834,-0.2855148490934421,0.8172390287837568,0.4437158207680609,-0.2855110978601,0.7429619374582422,0.4437145168477891,-0.2855097178744924,0.6768920326939866,0.4437140372933656,-0.2855092102083352,0.62247821133582,0.44371386089296305,-0.2855090234486961,0.5796692740484783,0.44371379600122285,-0.28550895474370264,0.5468577261158556,0.44371377212927465,-0.2855089294685549,0.5220596389262845,0.44371376334725804,-0.28550892017034546,0.5034422487616399,0.44371376011659047,-0.28550891674973095,0.4894929640717909
week_days_exp_8,0.005495215349540564,0.00535654181902144,0.005680225879592107,0.00524798323877895,0.05369341699054859,0.34182491202781434,-0.016245373889026464,0.05369341699054859,0.9205134212010576,-0.011298011289816673,0.08315154457144967,0.995907778329471,-0.010079536367532177,0.12293139572014725,0.999601478465715,-0.009682638490747224,0.17598495756266427,0.9999518858168767,-0.009542448512537365,0.24584503700336188,0.9999946412487916,-0.009491614767068458,0.33526350581041664,0.9999996126269549,-0.009473011850841068,0.44382827582250306,1.0,-0.009466181341835049,0.5648940840321262,0.9999999475717163,-0.009463670308319447,0.6847749744082524,0.9999999019000361,-0.009462746790027107,0.7879118553826417,0.9999998815272917,-0.009462407079009456,0.8652251043987381,0.9999998735490204,-0.009462282110690706,0.9171047113397423,0.9999998705488641,-0.009462236138005977,0.9494756335715779,0.9999998694360829,-0.009462219225683776,0.9689382503714539,0.9999998690257074,-0.009462213003997955,0.9805245853821495,0.999999868874414,-0.009462210715169648,0.9874817674701402,0.9999998688188999,-0.009462209873155665,0.9917441577840501,0.9999998687982998,-0.009462209563397108,0.994424704658022,0.9999998687909089,-0.00946220944944164,0.9961582106080039
week_days_exp_inv_8,-0.005231241767562943,-0.004871744896916293,-0.0057128147092681695,-0.00493323837932892,-0.7058752928773998,-0.3791759508606568,0.9419183025769614,-0.7058752928773998,-0.1131211435708575,0.9916560623433526,-0.575222822912569,-0.024009340684069996,0.998861797970278,-0.4774168957060025,-0.011631276891675828,0.9998486746051373,-0.40956781716680646,-0.009843587968228939,0.9999807727338058,-0.3606785943935782,-0.009544805078853334,0.9999978436898839,-0.32153714803534417,-0.00948263305728517,0.9999998439917672,-0.2856281396460564,-0.009466181341835049,1.0,-0.24878719477902547,-0.009460995895004506,0.9999999788835994,-0.20966400605729602,-0.009459205481642656,0.9999999604887093,-0.1700165457000713,-0.009458562682350426,0.9999999522833558,-0.1332760213368881,-0.009458328355459886,0.9999999490701216,-0.10216962485593087,-0.009458242441796327,0.999999947861761,-0.07759180356935251,-0.009458210875225278,0.9999999474136452,-0.05902113669471735,-0.00945819926785172,0.9999999472482578,-0.0453471758266891,-0.00945819499845565,0.9999999471872371,-0.03541527803899406,-0.009458193427931437,0.9999999471649753,-0.028248031265317775,-0.009458192850180173,0.9999999471566562,-0.023088554082707605,-0.009458192637639888,0.99999994715364,-0.019375176276291577
week_days_pow_8,0.021218783940596696,0.020940463976473967,0.02087378490593804,0.020612899994493495,0.6672363741896914,0.951356234117889,-0.3974711130774173,0.6672363741896914,0.8360787045190125,-0.2957217767351171,0.7600301282842391,0.6206806271804155,-0.2648018916058275,0.8270287884880225,0.5767318278231144,-0.25445687873481987,0.8788107354504961,0.5679611568092789,-0.25078648232958295,0.922607471502823,0.5657785992091878,-0.2494540844575277,0.9603508390146406,0.5651178799775585,-0.2489663135344528,0.9886716386284446,0.5648940840321262,-0.24878719477902547,1.0,0.5648143627381508,-0.24872134419546688,0.9869070830500768,0.564785387988627,-0.24869712500629385,0.9486936628031806,0.5647747765591755,-0.24868821606101096,0.8935915136379035,0.5647708792994619,-0.24868493875097575,0.8334767342206385,0.5647694464530604,-0.24868373311055997,0.7774850146039676,0.5647689194566694,-0.24868328958225502,0.7299979804849794,0.5647687256017169,-0.24868312641758067,0.6918735347834876,0.5647686542884179,-0.24868306639265036,0.6622098872952926,0.5647686280542054,-0.24868304431072694,0.6395213212308078,0.5647686184030435,-0.24868303618726326,0.6223134797702446,0.5647686148526391,-0.24868303319879465,0.6093009246289893
week_days_exp_9,0.00547891708897346,0.005340288414157269,0.005664448895491407,0.005231920210283136,0.05367206754005199,0.34176570179596216,-0.016236628829722023,0.05367206754005199,0.9204528782732073,-0.011291824204428707,0.0831228492872267,0.9958835085431325,-0.010074014955791149,0.12289473853455295,0.9995925566599031,-0.009677334471941105,0.17593969690004593,0.9999486699421333,-0.009537221287582673,0.24579056267260005,0.9999935292823159,-0.009486415388150492,0.3351995519808724,0.9999992751941649,-0.009467822662351284,0.4437554351287073,0.9999999475717163,-0.009460995895004506,0.5648143627381508,1.0,-0.009458486237000381,0.684691912471434,0.9999999929039424,-0.00945756322460002,0.7878297445378316,0.9999999867227399,-0.009457223699668943,0.8651476650206785,0.9999999839652224,-0.009457098799806038,0.9170342389351049,0.9999999828857187,-0.009457052852306707,0.949413012136578,0.9999999824793263,-0.009457035949246045,0.9688834153740039,0.9999999823291222,-0.009457029730969485,0.9804769821788697,0.9999999822734374,-0.009457027443393847,0.9874406502109451,0.9999999822529321,-0.00945702660184444,0.9917087482982513,0.9999999822453947,-0.009457026292252976,0.9943942657886752,0.9999999822425636,-0.009457026178360192,0.9961320748172018
week_days_exp_inv_9,-0.00522945306586031,-0.004870053341630499,-0.00571107508209407,-0.004931509741998356,-0.7057630591573734,-0.3790838789351764,0.9418527720996779,-0.7057630591573734,-0.11309134023338244,0.9916297557462487,-0.5751069321213799,-0.02400297351413794,0.9988519853000853,-0.4773064063938463,-0.011628191548683007,0.9998450789943155,-0.40946587583549904,-0.00984097682254937,0.9999794772702512,-0.36058560292222824,-0.009542273189319191,0.9999973958035465,-0.32145290073884547,-0.009480117659729465,0.9999997080829676,-0.28555276765620924,-0.009463670308319447,0.9999999788835994,-0.24872134419546688,-0.009458486237000381,1.0,-0.2096084397069687,-0.009456696298569356,0.9999999971420785,-0.16997146300116397,-0.009456053669788626,0.9999999946525576,-0.13324067329501155,-0.009455819405054891,0.9999999935419597,-0.10214252458696678,-0.009455733514181934,0.9999999931071415,-0.0775712217781053,-0.009455701955984445,0.999999992943652,-0.05900548068374002,-0.009455690351689057,0.9999999928830146,-0.04533514691657459,-0.009455686083426982,0.9999999928606118,-0.03540588366855414,-0.009455684513319232,0.999999992852388,-0.028240538094967096,-0.009455683935719408,0.9999999928492764,-0.023082429530861107,-0.009455683723235657,0.9999999928481275,-0.019370036747465593
week_days_pow_9,0.02147415352640416,0.021210009444018775,0.021145096426991895,0.020877875130340513,0.5798910537928351,0.8947057739297144,-0.33696111542971124,0.5798910537928351,0.9123239813921052,-0.24943308528443855,0.6687504237901843,0.7356404457750042,-0.22319448411674317,0.7377361898209163,0.6961543728886437,-0.21445019891863873,0.7961274337973738,0.6878473016898992,-0.21135129643418465,0.8507017911990847,0.6856818677261606,-0.21022677232470566,0.9035855967267794,0.6850068262318475,-0.20981515341680154,0.9516669740076632,0.6847749744082524,-0.20966400605729602,0.9869070830500768,0.684691912471434,-0.2096084397069687,1.0,0.684661657745103,-0.20958800308158138,0.9872290089425949,0.6846505685335276,-0.20958048555626965,0.9540879750569924,0.6846464945731664,-0.20957772010652861,0.9112061795850536,0.6846449965957055,-0.2095767027670244,0.8679072975482423,0.6846444456218121,-0.20957632851044194,0.8294442875224346,0.6846442429436793,-0.20957619082935267,0.7976302665918199,0.6846441683843199,-0.20957614017938814,0.7723527721449369,0.6846441409558564,-0.20957612154629832,0.7527091313721513,0.6846441308653975,-0.20957611469155654,0.7376158674772829,0.6846441271535195,-0.20957611216983912,0.7260721341819009
week_days_exp_10,0.005472923855973952,0.005334311619587578,0.0056586474130985035,0.005226013380369483,0.05366454533195621,0.3417443218440523,-0.01623360258178879,0.05366454533195621,0.9204307423278721,-0.011289687788814283,0.08311267108864608,0.9958745776897396,-0.010072108538436543,0.12288165974482858,0.9995892512756842,-0.00967550311839271,0.17592346719950155,0.999947460888654,-0.009535416449211997,0.24577094568627803,0.9999930938661791,-0.00948462016436411,0.33517643813664705,0.9999991246761158,-0.009466030957079518,0.443729029166265,0.9999999019000361,-0.009459205481642656,0.564785387988627,0.9999999929039424,-0.009456696298569356,0.684661657745103,1.0,-0.0094557734608401,0.7877997808877389,0.9999999990398587,-0.009455434000163987,0.8651193614592974,0.9999999982029408,-0.009455309123936695,0.9170084468338127,0.9999999978299821,-0.009455263185132035,0.9493900664617613,0.9999999976838115,-0.009455246285272138,0.9688633020621753,0.9999999976289866,-0.0094552400681714,0.980459505393518,0.9999999976082377,-0.009455237781028828,0.9874255419967232,0.99999999760087,-0.009455236939636513,0.9916957272121629,0.9999999975981593,-0.009455236630105664,0.9943830641949798,0.9999999975971969,-0.009455236516235211,0.9961224497190628
week_days_exp_inv_10,-0.005228795105413864,-0.004869431123732769,-0.005710435161238771,-0.004930873874361151,-0.7057217702156652,-0.37905001348533707,0.9418286562763628,-0.7057217702156652,-0.11308037886690389,0.9916200676349678,-0.5750643012078507,-0.024000631766409646,0.9988483647592203,-0.4772657647649789,-0.011627056808408006,0.9998437455903046,-0.4094283800066839,-0.009840016484589143,0.9999789900581524,-0.3605514000434118,-0.00954134200051486,0.9999972204047963,-0.3214219146814826,-0.009479192536410566,0.9999996474571752,-0.28552504632516684,-0.009462746790027107,0.9999999604887093,-0.24869712500629385,-0.00945756322460002,0.9999999971420785,-0.20958800308158138,-0.0094557734608401,1.0,-0.16995488219904228,-0.009455130894771508,0.9999999996131623,-0.13322767279839298,-0.00945489665289758,0.9999999992763136,-0.10213255751625117,-0.00945481077040753,0.9999999991258729,-0.07756365211210008,-0.009454779215288766,0.999999999067119,-0.058999722646996794,-0.009454767612127213,0.9999999990449231,-0.04533072287239839,-0.009454763344279686,0.9999999990367591,-0.03540242856732084,-0.009454761774324813,0.9999999990337218,-0.0282377822254258,-0.00945476119678376,0.9999999990327173,-0.023080177017694433,-0.00945476098431979,0.9999999990321795,-0.01936814651023265
week_days_pow_10,0.020936512604884293,0.020688588201649514,0.020641372383666486,0.020365122925079297,0.4843560131624784,0.8176045595068072,-0.27453017335116103,0.4843560131624784,0.9651463778760632,-0.20238016658543787,0.5660660015347575,0.832071512120024,-0.18100352686484616,0.6341037446777825,0.7983585945620579,-0.17390077435524784,0.6964625049933064,0.7908453706812559,-0.17138562219926873,0.7593858274163932,0.7887960149983113,-0.1704731499457875,0.8251639656810666,0.7881399406280343,-0.1701391775260869,0.8910295658787497,0.7879118553826417,-0.1700165457000713,0.9486936628031806,0.7878297445378316,-0.16997146300116397,0.9872290089425949,0.7877997808877389,-0.16995488219904228,1.0,0.7877887907978312,-0.16994878303052924,0.9895962038789489,0.7877847522250803,-0.16994653934863801,0.9650811220908669,0.787783267120266,-0.16994571395460553,0.9356805422711473,0.7877827208623447,-0.16994541031050528,0.9073495733205688,0.7877825199163578,-0.16994529860629856,0.8827891552063919,0.7877824459938683,-0.16994525751261624,0.8626680334647632,0.7877824187995736,-0.1699452423951162,0.8466847202962583,0.7877824087953564,-0.1699452368337019,0.8341926864991442,0.7877824051150333,-0.1699452347877645,0.8245013093709546
week_days_exp_11,0.005470719415466409,0.005332113217912959,0.005656513511493967,0.005223840707657154,0.05366182296541305,0.3417365110401113,-0.01623251511268675,0.05366182296541305,0.9204226174499508,-0.011288920743817281,0.08310897791748395,0.9958712918742157,-0.01007142409060625,0.12287690335490219,0.9995880321480617,-0.00967484562062956,0.17591755356841776,0.999947012583949,-0.009534768471011798,0.2457637862461475,0.9999929301195727,-0.009483975638022049,0.3351679909837245,0.9999990657328651,-0.009465387693963337,0.443719367822834,0.9999998815272917,-0.009458562682350426,0.5647747765591755,0.9999999867227399,-0.009456053669788626,0.6846505685335276,0.9999999990398587,-0.009455130894771508,0.7877887907978312,1.0,-0.009454791457162081,0.865108974171893,0.9999999998701239,-0.009454666589420582,0.9169989764845815,0.9999999997569399,-0.00945462065373855,0.9493816375988919,0.9999999997062171,-0.009454603755025198,0.968855910822138,0.9999999996867994,-0.00945459753834864,0.9804530808423435,0.9999999996789496,-0.009454595251361166,0.9874199864292064,0.9999999996765573,-0.009454594410026104,0.991690937744481,0.9999999996753949,-0.009454594100517449,0.9943789428502975,0.9999999996750276,-0.009454593986653293,0.9961189074525965
week_days_exp_inv_11,-0.0052285530642466604,-0.004869202232106785,-0.0057101997545822795,-0.00493063996019166,-0.7057065808003323,-0.37903755588348303,0.9418197834092653,-0.7057065808003323,-0.11307634676658848,0.9916165021630992,-0.5750486185672128,-0.023999770367166058,0.9988470313939457,-0.4772508142379191,-0.0116266394005579,0.9998432536166002,-0.409414586913582,-0.009839663229662418,0.9999788093831713,-0.3605388184237861,-0.009540999467944558,0.9999971544403734,-0.3214105164669261,-0.009478852234993548,0.9999996237157612,-0.2855148490934421,-0.009462407079009456,0.9999999522833558,-0.24868821606101096,-0.009457223699668943,0.9999999946525576,-0.20958048555626965,-0.009455434000163987,0.9999999996131623,-0.16994878303052924,-0.009454791457162081,1.0,-0.1332228906323292,-0.009454557223698503,0.999999999947642,-0.10212889118233578,-0.009454471344292618,0.9999999999020385,-0.07756086765167232,-0.009454439790304131,0.9999999998817246,-0.05899760458494199,-0.00945442818755895,0.9999999998739079,-0.04532909551234139,-0.009454423919865283,0.9999999998707955,-0.0354011576276243,-0.009454422349968931,0.9999999998696466,-0.02823676849424163,-0.009454421772446734,0.9999999998691517,-0.023079348443351078,-0.009454421559991332,0.9999999998691717,-0.01936745119706762
week_days_pow_11,0.019742302815070497,0.01951182475826515,0.019493477090565592,0.019207161455996213,0.3914441017284891,0.7315942510779742,-0.2160644826981184,0.3914441017284891,0.99217986493778,-0.15870886201515105,0.4643662620822677,0.9019081464628227,-0.14189555914161633,0.5293630882190239,0.8744307343389125,-0.13632206165175054,0.5932495969597249,0.8679082232487592,-0.13434953691595913,0.6617158893949937,0.8660490107440679,-0.13363403868393256,0.7371735019122928,0.865439317408421,-0.1333721740436519,0.8172390287837568,0.8652251043987381,-0.1332760213368881,0.8935915136379035,0.8651476650206785,-0.13324067329501155,0.9540879750569924,0.8651193614592974,-0.13322767279839298,0.9895962038789489,0.865108974171893,-0.1332228906323292,1.0,0.8651051562871835,-0.133221131432547,0.9927139388973463,0.8651037522240126,-0.1332204842673324,0.976641207545955,0.865103235760041,-0.13322024618968487,0.9582191637676155,0.8651030457719396,-0.13322015860595993,0.9408796412702654,0.8651029758803676,-0.13322012638572386,0.925976874090982,0.8651029501689035,-0.13322011453256352,0.9137571029395041,0.8651029407100134,-0.13322011017204693,0.9039825748091355,0.8651029372303916,-0.13322010856788669,0.8962588059159473
week_days_exp_12,0.005469908494043249,0.005331304516898518,0.00565572853958496,0.005223041470500162,0.05366082753880996,0.3417336449735528,-0.016232118549863228,0.05366082753880996,0.9204196309756333,-0.011288641121047433,0.08310762620173597,0.9958700830445032,-0.010071174581039146,0.1228751610238352,0.9995875832302528,-0.009674605935536052,0.1759153857712799,0.9999468471857005,-0.009534532256194222,0.24576116018257363,0.9999928693979834,-0.009483740681546653,0.3351648910225264,0.9999990435654209,-0.009465153197988721,0.4437158207680609,0.9999998735490204,-0.009458328355459886,0.5647708792994619,0.9999999839652224,-0.009455819405054891,0.6846464945731664,0.9999999982029408,-0.00945489665289758,0.7877847522250803,0.9999999998701239,-0.009454557223698503,0.8651051562871835,1.0,-0.009454432359050658,0.9169954949785145,0.9999999999822778,-0.009454386424507308,0.9493785384690463,0.9999999999671287,-0.009454369526212536,0.9688531928240841,0.9999999999603025,-0.009454363309688511,0.980450718031334,0.9999999999575891,-0.009454361022758788,0.987417942979256,0.9999999999565141,-0.009454360181446207,0.991689175895511,0.9999999999561783,-0.009454359871942054,0.9943774266235541,0.9999999999557642,-0.009454359758083201,0.9961176041372002
week_days_exp_inv_12,-0.005228464023489276,-0.0048691180288754216,-0.005710113154269959,-0.004930553909122914,-0.7057009929181933,-0.37903297309625117,0.9418165191081169,-0.7057009929181933,-0.11307486348864919,0.9916151903078184,-0.5750428492997731,-0.023999453487136474,0.9988465406809816,-0.47724531434009826,-0.011626485850174093,0.9998430724345005,-0.40940951283339466,-0.009839533278992766,0.9999787427216204,-0.3605341900286112,-0.009540873461667322,0.9999971299787341,-0.32140632342254666,-0.009478727049486178,0.9999996147872178,-0.2855110978601,-0.009462282110690706,0.9999999490701216,-0.24868493875097575,-0.009457098799806038,0.9999999935419597,-0.20957772010652861,-0.009455309123936695,0.9999999992763136,-0.16994653934863801,-0.009454666589420582,0.999999999947642,-0.133221131432547,-0.009454432359050658,1.0,-0.10212754246035309,-0.009454346480778378,0.9999999999929292,-0.07755984334165114,-0.009454314927207521,0.9999999999867593,-0.058996825420696536,-0.009454303324615875,0.9999999999841054,-0.04532849686098805,-0.00945429905697867,0.9999999999828268,-0.03540069009141262,-0.009454297487102,0.9999999999825846,-0.02823639557644604,-0.00945429690958709,0.9999999999823941,-0.023079043638567723,-0.009454296697136391,0.9999999999824177,-0.019367195414613878
week_days_pow_12,0.0181879837581634,0.017974365970450972,0.017990349639840073,0.01769355720948049,0.31019799653365837,0.649167943902289,-0.16623774556781504,0.31019799653365837,0.9992505239142516,-0.12170244780179731,0.3743204699257085,0.9465654668935298,-0.10878059358866585,0.43532552771504995,0.9249754354644066,-0.10450519361984134,0.4990359941687532,0.9194810770824767,-0.10299268652904628,0.5706343767037957,0.9178467039382557,-0.10244410926253776,0.6526139212545649,0.9172989509427789,-0.10224334251237624,0.7429619374582422,0.9171047113397423,-0.10216962485593087,0.8334767342206385,0.9170342389351049,-0.10214252458696678,0.9112061795850536,0.9170084468338127,-0.10213255751625117,0.9650811220908669,0.9169989764845815,-0.10212889118233578,0.9927139388973463,0.9169954949785145,-0.10212754246035309,1.0,0.9169942145344158,-0.10212704629959625,0.995407690921101,0.9169937435299793,-0.10212686377311897,0.9856575407862989,0.91699357026317,-0.10212679662550217,0.9747269286270743,0.9169935065227032,-0.10212677192327901,0.9645156944652773,0.9169934830741175,-0.10212676283585889,0.9557212352711539,0.9169934744476889,-0.10212675949277746,0.9484502548638853,0.916993471274457,-0.10212675826292636,0.9425620133737689
week_days_exp_13,0.005469610179073125,0.005331007018615031,0.005655439770867282,0.00522274745359949,0.0536604621641205,0.34173259160367486,-0.016231973135491923,0.0536604621641205,0.9204185326517118,-0.011288538599658537,0.08310712987063289,0.9958696383348628,-0.010071083100788818,0.12287452106389395,0.9995874180250021,-0.009674518057341291,0.17591458932615925,0.9999467862744442,-0.009534445650341818,0.2457601951562531,0.9999928469944446,-0.009483654537054754,0.33516375163538636,0.9999990353451126,-0.009465067222333355,0.4437145168477891,0.9999998705488641,-0.009458242441796327,0.5647694464530604,0.9999999828857187,-0.009455733514181934,0.6846449965957055,0.9999999978299821,-0.00945481077040753,0.787783267120266,0.9999999997569399,-0.009454471344292618,0.8651037522240126,0.9999999999822778,-0.009454346480778378,0.9169942145344158,1.0,-0.009454300546649835,0.9493773985896115,0.9999999999977005,-0.009454283648511563,0.9688521930756269,0.9999999999956802,-0.009454277432043811,0.9804498488896978,0.9999999999945137,-0.009454275145131913,0.9874171912809306,0.9999999999944015,-0.009454274303826074,0.9916885277608981,0.9999999999942395,-0.009454273994326282,0.9943768688256108,0.9999999999940847,-0.00945427388046992,0.9961171246487116
week_days_exp_inv_13,-0.005228431267389037,-0.004869087052412396,-0.005710081295924811,-0.004930522252858724,-0.705698937250081,-0.3790312871977312,0.9418153182177559,-0.705698937250081,-0.11307431782778421,0.9916147076773,-0.5750407269121715,-0.02399933691497933,0.9988463601312961,-0.47724329105341035,-0.011626429362873083,0.9998430057549137,-0.4094076461991844,-0.00983948547342974,0.9999787181718852,-0.3605324873539831,-0.009540827107146998,0.9999971209534234,-0.32140478090451535,-0.009478680996904259,0.9999996114761971,-0.2855097178744924,-0.009462236138005977,0.999999947861761,-0.24868373311055997,-0.009457052852306707,0.9999999931071415,-0.2095767027670244,-0.009455263185132035,0.9999999991258729,-0.16994571395460553,-0.00945462065373855,0.9999999999020385,-0.1332204842673324,-0.009454386424507308,0.9999999999929292,-0.10212704629959625,-0.009454300546649835,1.0,-0.077559466523883,-0.00945426899323486,0.9999999999990439,-0.0589965387858683,-0.00945425739069922,0.9999999999981708,-0.04532827663229051,-0.009454253123081567,0.9999999999976773,-0.03540051809667142,-0.009454251553212011,0.9999999999975898,-0.028236258389423154,-0.009454250975701727,0.9999999999976744,-0.023078931508599902,-0.009454250763249567,0.9999999999975175,-0.019367101318720867
week_days_pow_13,0.01654923327019297,0.016350485826410945,0.016401777411520765,0.016094227807508278,0.24451198661709717,0.5780932368090926,-0.12669409127022155,0.24451198661709717,0.9947142765455557,-0.09244752912329689,0.30086029040272727,0.9725891806231499,-0.08261403787796551,0.35783289607139707,0.9560780558782229,-0.07936572319547487,0.42047201205288753,0.9515368348026436,-0.07821690687654537,0.49353636838707277,0.9501289555882779,-0.07780026731469711,0.5795724770513366,0.9496476928900933,-0.07764778992043853,0.6768920326939866,0.9494756335715779,-0.07759180356935251,0.7774850146039676,0.949413012136578,-0.0775712217781053,0.8679072975482423,0.9493900664617613,-0.07756365211210008,0.9356805422711473,0.9493816375988919,-0.07756086765167232,0.976641207545955,0.9493785384690463,-0.07755984334165114,0.995407690921101,0.9493773985896115,-0.077559466523883,1.0,0.9493769792819048,-0.07755932790104383,0.997279443268242,0.9493768250317093,-0.07755927690463107,0.9916046590922484,0.949376768286429,-0.07755925814411087,0.9852820123288247,0.9493767474114535,-0.07755925124250698,0.9793556427168931,0.9493767397315529,-0.07755924870354397,0.9742022305978576,0.949376736906722,-0.07755924776952033,0.9698827114263957
