,open,high,low,close,week_days,week_days_exp_1,week_days_exp_inv_1,week_days_pow_1,week_days_exp_2,week_days_exp_inv_2,week_days_pow_2,week_days_exp_3,week_days_exp_inv_3,week_days_pow_3,week_days_exp_4,week_days_exp_inv_4,week_days_pow_4,week_days_exp_5,week_days_exp_inv_5,week_days_pow_5,week_days_exp_6,week_days_exp_inv_6,week_days_pow_6,week_days_exp_7,week_days_exp_inv_7,week_days_pow_7,week_days_exp_8,week_days_exp_inv_8,week_days_pow_8,week_days_exp_9,week_days_exp_inv_9,week_days_pow_9,week_days_exp_10,week_days_exp_inv_10,week_days_pow_10,week_days_exp_11,week_days_exp_inv_11,week_days_pow_11,week_days_exp_12,week_days_exp_inv_12,week_days_pow_12,week_days_exp_13,week_days_exp_inv_13,week_days_pow_13,week_days_exp_14,week_days_exp_inv_14,week_days_pow_14,week_days_exp_15,week_days_exp_inv_15,week_days_pow_15,week_days_exp_16,week_days_exp_inv_16,week_days_pow_16,week_days_exp_17,week_days_exp_inv_17,week_days_pow_17,week_days_exp_18,week_days_exp_inv_18,week_days_pow_18,week_days_exp_19,week_days_exp_inv_19,week_days_pow_19
week_days_exp_14,0.0054695004359872675,0.005330897575950284,0.005655333539646,0.005222639291640184,0.053660327861558756,0.34173220422551315,-0.01623191970453772,0.053660327861558756,0.9204181286465158,-0.01128850093098446,0.08310694740745155,0.9958694747341921,-0.010071049488927914,0.12287428577217291,0.9995873572415975,-0.009674485768958272,0.1759142964715153,0.9999467638577234,-0.009534413829442204,0.24575984028480333,0.9999928387436815,-0.009483622885670225,0.3351633326169699,0.9999990323120496,-0.009465035632982963,0.4437140372933656,0.9999998694360829,-0.009458210875225278,0.5647689194566694,0.9999999824793263,-0.009455701955984445,0.6846444456218121,0.9999999976838115,-0.009454779215288766,0.7877827208623447,0.9999999997062171,-0.009454439790304131,0.865103235760041,0.9999999999671287,-0.009454314927207521,0.9169937435299793,0.9999999999977005,-0.00945426899323486,0.9493769792819048,1.0,-0.009454252095149855,0.9688518253084601,0.999999999999723,-0.009454245878702841,0.9804495291621829,0.9999999999993358,-0.009454243591800159,0.9874169147523025,0.9999999999992849,-0.009454242750498035,0.9916882893270652,0.9999999999989598,-0.00945424244099761,0.9943766636217403,0.9999999999989928,-0.00945424232714178,0.9961169482512845
week_days_exp_inv_14,-0.0052284192171157765,-0.0048690756568325316,-0.005710069575912512,-0.00493051060719126,-0.7056981810119649,-0.3790306669923015,0.9418148764320627,-0.7056981810119649,-0.11307411709128057,0.9916145301239315,-0.5750399461304159,-0.023999294030683165,0.9988462937072619,-0.4772425467295703,-0.011626408582455264,0.9998429812212807,-0.40940695950498485,-0.009839467886828396,0.9999787091370435,-0.3605318609772389,-0.009540810054354202,0.9999971176296979,-0.3214042134461166,-0.009478664055189075,0.9999996102546194,-0.2855092102083352,-0.009462219225683776,0.9999999474136452,-0.24868328958225502,-0.009457035949246045,0.999999992943652,-0.20957632851044194,-0.009455246285272138,0.999999999067119,-0.16994541031050528,-0.009454603755025198,0.9999999998817246,-0.13322024618968487,-0.009454369526212536,0.9999999999867593,-0.10212686377311897,-0.009454283648511563,0.9999999999990439,-0.07755932790104383,-0.009454252095149855,1.0,-0.05899643333930669,-0.00945424049263502,0.9999999999999386,-0.04532819561506778,-0.009454236225027297,0.9999999999997229,-0.03540045482364198,-0.009454234655160801,0.9999999999997563,-0.028236207921379618,-0.00945423407765023,0.9999999999997077,-0.023078890258487056,-0.009454233865198787,0.9999999999996613,-0.019367066702943234
week_days_pow_14,0.014997084263653138,0.014810669572896888,0.014895615207025181,0.014577126835350722,0.19401580054677678,0.5207956202469268,-0.09672063007588685,0.19401580054677678,0.9851857256476738,-0.07033529932044344,0.24399803838350498,0.9867779952789878,-0.06284219989641149,0.29738885011920246,0.9744177776863384,-0.060370574065885856,0.35864370040421834,0.9707043418260743,-0.05949664256040021,0.4321892815425416,0.9695057126480221,-0.05917971014891243,0.5206078372988573,0.9690884991802822,-0.059063724058709195,0.62247821133582,0.9689382503714539,-0.05902113669471735,0.7299979804849794,0.9688834153740039,-0.05900548068374002,0.8294442875224346,0.9688633020621753,-0.058999722646996794,0.9073495733205688,0.968855910822138,-0.05899760458494199,0.9582191637676155,0.9688531928240841,-0.058996825420696536,0.9856575407862989,0.9688521930756269,-0.0589965387858683,0.997279443268242,0.9688518253084601,-0.05899643333930669,1.0,0.9688516900173882,-0.05899639454776437,0.9984343133701138,0.9688516402468034,-0.058996380277156237,0.9951802221952243,0.9688516219373777,-0.05899637502729175,0.9915375734821338,0.968851615201767,-0.058996373095975496,0.9880855636098924,0.9688516127238297,-0.05899637238548459,0.9850382220018791
week_days_exp_15,0.005469460063879558,0.005330857314358447,0.00565529445948036,0.005222599501190246,0.05366027846947767,0.3417320617353838,-0.016231900057048627,0.05366027846947767,0.9204179800278136,-0.011288487079795049,0.08310688030020127,0.995869414549032,-0.010071037129479444,0.1228741992316658,0.9995873348797503,-0.009674473896165834,0.17591418875543946,0.9999467556099979,-0.009534402128552591,0.24575970975416472,0.9999928357073474,-0.009483611247111686,0.33516317848747884,0.999999031195168,-0.009465024017234654,0.44371386089296305,0.9999998690257074,-0.00945819926785172,0.5647687256017169,0.9999999823291222,-0.009455690351689057,0.6846442429436793,0.9999999976289866,-0.009454767612127213,0.7877825199163578,0.9999999996867994,-0.00945442818755895,0.8651030457719396,0.9999999999603025,-0.009454303324615875,0.91699357026317,0.9999999999956802,-0.00945425739069922,0.9493768250317093,0.999999999999723,-0.00945424049263502,0.9688516900173882,1.0,-0.009454234276196126,0.9804494115427101,0.9999999999997177,-0.00945423198929632,0.9874168130239313,1.0000000000002747,-0.009454231147993993,0.9916882016126061,0.9999999999997234,-0.009454230838496313,0.9943765881314669,0.9999999999997384,-0.00945423072463927,0.9961168833580324
week_days_exp_inv_15,-0.005228414784070971,-0.004869071464636153,-0.00571006526436332,-0.00493050632299251,-0.7056979028074671,-0.37903043883176507,0.941814713907763,-0.7056979028074671,-0.11307404324457536,0.9916144648053182,-0.5750396588969616,-0.02399927825446066,0.998846269270793,-0.47724227290843574,-0.011626400937778343,0.9998429721954706,-0.4094067068845633,-0.009839461417092051,0.9999787058127312,-0.3605316305464654,-0.009540803780993076,0.999997116406506,-0.32140400469017155,-0.009478657822689118,0.999999609804793,-0.2855090234486961,-0.009462213003997955,0.9999999472482578,-0.24868312641758067,-0.009457029730969485,0.9999999928830146,-0.20957619082935267,-0.0094552400681714,0.9999999990449231,-0.16994529860629856,-0.00945459753834864,0.9999999998739079,-0.13322015860595993,-0.009454363309688511,0.9999999999841054,-0.10212679662550217,-0.009454277432043811,0.9999999999981708,-0.07755927690463107,-0.009454245878702841,0.9999999999999386,-0.05899639454776437,-0.009454234276196126,1.0,-0.045328165810552705,-0.009454230008590688,1.000000000000041,-0.0354004315468342,-0.009454228438723948,0.9999999999999644,-0.028236189355256187,-0.00945422786121419,0.9999999999999313,-0.023078875083445215,-0.009454227648764173,1.0000000000001354,-0.01936705396853032
week_days_pow_15,0.013607851632468766,0.013431303795736114,0.0135470449871288,0.013217631120984678,0.15632424501389697,0.47642476319395954,-0.07459781787910118,0.15632424501389697,0.9745635922092354,-0.05404971116265231,0.2013205143442487,0.9941108323587764,-0.04828345352311881,0.2517453279295867,0.9850467092916889,-0.04638401601965414,0.3116250590208454,0.9820276589105826,-0.045712522251848756,0.3851364091001604,0.981013623889819,-0.045469012170397914,0.474887310512936,0.9806546961447656,-0.04537989680712089,0.5796692740484783,0.9805245853821495,-0.0453471758266891,0.6918735347834876,0.9804769821788697,-0.04533514691657459,0.7976302665918199,0.980459505393518,-0.04533072287239839,0.8827891552063919,0.9804530808423435,-0.04532909551234139,0.9408796412702654,0.980450718031334,-0.04532849686098805,0.9747269286270743,0.9804498488896978,-0.04532827663229051,0.9916046590922484,0.9804495291621829,-0.04532819561506778,0.9984343133701138,0.9804494115427101,-0.045328165810552705,1.0,0.9804493682729843,-0.0453281548460865,0.9991044319817222,0.9804493523551422,-0.04532815081248371,0.9972319208898035,0.9804493464991998,-0.04532814932860618,0.9951099876828282,0.9804493443450263,-0.045328148782717674,0.9930659700703495
week_days_exp_16,0.005469445211825854,0.005330842502960819,0.005655280082705341,0.0052225848631156785,0.05366026030117237,0.34173200931854675,-0.016231892830316653,0.05366026030117237,0.9204179253546032,-0.011288481985080244,0.08310685561511406,0.9958693924079898,-0.010071032583457621,0.12287416739767885,0.9995873266530307,-0.009674469529144756,0.1759141491314736,0.9999467525757455,-0.009534397824758388,0.2457596617371648,0.9999928345902506,-0.009483606966243889,0.33516312178894453,0.9999990307839541,-0.009465019744757285,0.44371379600122285,0.999999868874414,-0.00945819499845565,0.5647686542884179,0.9999999822734374,-0.009455686083426982,0.6846441683843199,0.9999999976082377,-0.009454763344279686,0.7877824459938683,0.9999999996789496,-0.009454423919865283,0.8651029758803676,0.9999999999575891,-0.00945429905697867,0.9169935065227032,0.9999999999945137,-0.009454253123081567,0.949376768286429,0.9999999999993358,-0.009454236225027297,0.9688516402468034,0.9999999999997177,-0.009454230008590688,0.9804493682729843,1.0,-0.009454227721689327,0.9874167756002014,0.9999999999998433,-0.009454226880389483,0.9916881693441579,0.9999999999996138,-0.00945422657089108,0.9943765603598154,0.9999999999998808,-0.009454226457034028,0.9961168594847444
week_days_exp_inv_16,-0.005228413153245054,-0.004869069922413476,-0.005710063678232981,-0.004930504746923896,-0.7056978004617036,-0.379030354896208,0.9418146541184373,-0.7056978004617036,-0.11307401607788985,0.9916144407757335,-0.5750395532297085,-0.0239992724507142,0.9988462602808688,-0.47724217217524395,-0.01162639812546276,0.9998429688748594,-0.40940661395075423,-0.009839459037008844,0.9999787045896925,-0.36053154577574903,-0.009540801473152973,0.9999971159563513,-0.3214039278931785,-0.00947865552988352,0.9999996096390527,-0.28550895474370264,-0.009462210715169648,0.9999999471872371,-0.24868306639265036,-0.009457027443393847,0.9999999928606118,-0.20957614017938814,-0.009455237781028828,0.9999999990367591,-0.16994525751261624,-0.009454595251361166,0.9999999998707955,-0.13322012638572386,-0.009454361022758788,0.9999999999828268,-0.10212677192327901,-0.009454275145131913,0.9999999999976773,-0.07755925814411087,-0.009454243591800159,0.9999999999997229,-0.058996380277156237,-0.00945423198929632,1.000000000000041,-0.0453281548460865,-0.009454227721689327,1.0,-0.0354004229837822,-0.009454226151827536,0.999999999999954,-0.0282361825251651,-0.00945422557431684,0.999999999999944,-0.023078869500860726,-0.00945422536186578,1.0000000000000673,-0.019367049283805136
week_days_pow_16,0.012400528689092827,0.012231731676665877,0.012375029914324487,0.012034946455884845,0.12863814229654666,0.4428393482443021,-0.058499101111604966,0.12863814229654666,0.9646961975142366,-0.042218827126754226,0.16982674271880577,0.9976831027438723,-0.03770874253239022,0.21788968806162146,0.9912024325351615,-0.03622504999007824,0.2765443062540079,0.9887563602249181,-0.03570060883724489,0.34978358292471434,0.9879013542078169,-0.035510430271794714,0.4402354045427823,0.9875938967025019,-0.03544083257134669,0.5468577261158556,0.9874817674701402,-0.03541527803899406,0.6622098872952926,0.9874406502109451,-0.03540588366855414,0.7723527721449369,0.9874255419967232,-0.03540242856732084,0.8626680334647632,0.9874199864292064,-0.0354011576276243,0.925976874090982,0.987417942979256,-0.03540069009141262,0.9645156944652773,0.9874171912809306,-0.03540051809667142,0.9852820123288247,0.9874169147523025,-0.03540045482364198,0.9951802221952243,0.9874168130239313,-0.0354004315468342,0.9991044319817222,0.9874167756002014,-0.0354004229837822,1.0,0.9874167618328917,-0.03540041983361297,0.9994828967937621,0.9874167567681503,-0.03540041867472791,0.998388001474515,0.9874167549050037,-0.035400418248399686,0.9971254577344181
week_days_exp_17,0.005469439748063586,0.0053308370541550925,0.0056552747937884465,0.005222579478071885,0.05366025361771728,0.34173199003590327,-0.016231890171905152,0.05366025361771728,0.9204179052418292,-0.011288480110960265,0.08310684653431258,0.9958693842628339,-0.0100710309111762,0.12287415568695322,0.9995873236265291,-0.009674467922708381,0.1759141345549954,0.9999467514592323,-0.00953439624158018,0.24575964407308093,0.999992834179245,-0.009483605391500234,0.3351631009310625,0.99999903063292,-0.009465018173100205,0.44371377212927465,0.9999998688188999,-0.009458193427931437,0.5647686280542054,0.9999999822529321,-0.009455684513319232,0.6846441409558564,0.99999999760087,-0.009454761774324813,0.7877824187995736,0.9999999996765573,-0.009454422349968931,0.8651029501689035,0.9999999999565141,-0.009454297487102,0.9169934830741175,0.9999999999944015,-0.009454251553212011,0.9493767474114535,0.9999999999992849,-0.009454234655160801,0.9688516219373777,1.0000000000002747,-0.009454228438723948,0.9804493523551422,0.9999999999998433,-0.009454226151827536,0.9874167618328917,1.0,-0.009454225310524146,0.9916881574733873,1.0000000000000797,-0.009454225001028578,0.9943765501437555,1.000000000000037,-0.009454224887169235,0.9961168507024617
week_days_exp_inv_17,-0.005228412553298112,-0.004869069355061745,-0.005710063094728633,-0.004930504167121008,-0.705697762810784,-0.3790303240180549,0.9418146321230992,-0.705697762810784,-0.11307400608382565,0.9916144319358018,-0.575039514356932,-0.023999270315637776,0.9988462569738576,-0.47724213511757013,-0.011626397090869931,0.9998429676533331,-0.4094065797623409,-0.009839458161427391,0.9999787041398848,-0.3605315145903558,-0.0095408006241473,0.9999971157908469,-0.32140389964116256,-0.00947865468640588,0.9999996095781767,-0.2855089294685549,-0.009462209873155665,0.9999999471649753,-0.24868304431072694,-0.00945702660184444,0.999999992852388,-0.20957612154629832,-0.009455236939636513,0.9999999990337218,-0.1699452423951162,-0.009454594410026104,0.9999999998696466,-0.13322011453256352,-0.009454360181446207,0.9999999999825846,-0.10212676283585889,-0.009454274303826074,0.9999999999975898,-0.07755925124250698,-0.009454242750498035,0.9999999999997563,-0.05899637502729175,-0.009454231147993993,0.9999999999999644,-0.04532815081248371,-0.009454226880389483,0.999999999999954,-0.03540041983361297,-0.009454225310524146,1.0,-0.028236180012517483,-0.009454224733014598,1.00000000000015,-0.02307886744714544,-0.009454224520565204,1.0000000000000935,-0.019367047560391697
week_days_pow_17,0.011366653771219122,0.011203902097121432,0.011371546481139671,0.011021273060537752,0.10846455275111373,0.4177246423227991,-0.04686395564177993,0.10846455275111373,0.9562496311798502,-0.033680070897728995,0.14678478875348863,0.9992622599560682,-0.030077536758254753,0.19300693033443922,0.9947989519020558,-0.028893934252881726,0.2506274851115993,0.9928227934678071,-0.02847561859198549,0.32350638578413343,0.99210323503172,-0.02832392699473498,0.4142879879121938,0.9918405177695303,-0.028268414166305128,0.5220596389262845,0.9917441577840501,-0.028248031265317775,0.6395213212308078,0.9917087482982513,-0.028240538094967096,0.7527091313721513,0.9916957272121629,-0.0282377822254258,0.8466847202962583,0.991690937744481,-0.02823676849424163,0.9137571029395041,0.991689175895511,-0.02823639557644604,0.9557212352711539,0.9916885277608981,-0.028236258389423154,0.9793556427168931,0.9916882893270652,-0.028236207921379618,0.9915375734821338,0.9916882016126061,-0.028236189355256187,0.9972319208898035,0.9916881693441579,-0.0282361825251651,0.9994828967937621,0.9916881574733873,-0.028236180012517483,1.0,0.991688153106208,-0.028236179088165253,0.9996954175728785,0.9916881514997864,-0.028236178748113516,0.9990394773415947
week_days_exp_18,0.005469437738057052,0.005330835049650795,0.005655272848103851,0.005222577497024185,0.05366025115903332,0.34173198294217216,-0.016231889193953214,0.05366025115903332,0.9204178978424539,-0.011288479421523404,0.0831068431937027,0.9958693812662266,-0.010071030295988916,0.12287415137884254,0.9995873225130586,-0.009674467331744927,0.1759141291926307,0.9999467510486111,-0.009534395659174627,0.2457596375748248,0.999992834027653,-0.009483604812194816,0.3351630932579282,0.9999990305771217,-0.009465017594933574,0.44371376334725804,0.9999998687982998,-0.009458192850180173,0.5647686184030435,0.9999999822453947,-0.009455683935719408,0.6846441308653975,0.9999999975981593,-0.00945476119678376,0.7877824087953564,0.9999999996753949,-0.009454421772446734,0.8651029407100134,0.9999999999561783,-0.00945429690958709,0.9169934744476889,0.9999999999942395,-0.009454250975701727,0.9493767397315529,0.9999999999989598,-0.00945423407765023,0.968851615201767,0.9999999999997234,-0.00945422786121419,0.9804493464991998,0.9999999999996138,-0.00945422557431684,0.9874167567681503,1.0000000000000797,-0.009454224733014598,0.991688153106208,1.0,-0.009454224423517269,0.9943765463849251,0.9999999999999681,-0.009454224309658409,0.996116847471687
week_days_exp_inv_18,-0.005228412332589797,-0.004869069146344613,-0.005710062880069239,-0.004930503953823334,-0.7056977489598162,-0.3790303126586546,0.9418146240314641,-0.7056977489598162,-0.11307400240722826,0.9916144286837546,-0.5750395000563985,-0.023999269530186704,0.9988462557571661,-0.4772421214848215,-0.011626396710263954,0.9998429672038923,-0.4094065671851235,-0.009839457839318536,0.9999787039744121,-0.3605315031178393,-0.00954080031181502,0.9999971157298049,-0.3214038892478138,-0.009478654376109051,0.9999996095558046,-0.28550892017034546,-0.009462209563397108,0.9999999471566562,-0.24868303618726326,-0.009457026292252976,0.9999999928492764,-0.20957611469155654,-0.009455236630105664,0.9999999990327173,-0.1699452368337019,-0.009454594100517449,0.9999999998691517,-0.13322011017204693,-0.009454359871942054,0.9999999999823941,-0.10212675949277746,-0.009454273994326282,0.9999999999976744,-0.07755924870354397,-0.00945424244099761,0.9999999999997077,-0.058996373095975496,-0.009454230838496313,0.9999999999999313,-0.04532814932860618,-0.00945422657089108,0.999999999999944,-0.03540041867472791,-0.009454225001028578,1.00000000000015,-0.028236179088165253,-0.009454224423517269,1.0,-0.02307886669162556,-0.00945422421106499,1.0000000000000915,-0.019367046926383833
week_days_pow_18,0.010487348495261164,0.010329310303329148,0.010518297225639269,0.010158482395325677,0.09381527450296209,0.3990497909893058,-0.038477466308739494,0.09381527450296209,0.9493126845130281,-0.027532654888599073,0.12998905375700306,0.9998127715963293,-0.02458402903218592,0.174792246985745,0.9969272512687333,-0.023616489440048766,0.23156418046828103,0.9953362735276532,-0.023274573264541402,0.3040692835419071,0.994731514520594,-0.023150587585198727,0.39496601663497144,0.9945073704709818,-0.02310521407437743,0.5034422487616399,0.994424704658022,-0.023088554082707605,0.6223134797702446,0.9943942657886752,-0.023082429530861107,0.7376158674772829,0.9943830641949798,-0.023080177017694433,0.8341926864991442,0.9943789428502975,-0.023079348443351078,0.9039825748091355,0.9943774266235541,-0.023079043638567723,0.9484502548638853,0.9943768688256108,-0.023078931508599902,0.9742022305978576,0.9943766636217403,-0.023078890258487056,0.9880855636098924,0.9943765881314669,-0.023078875083445215,0.9951099876828282,0.9943765603598154,-0.023078869500860726,0.998388001474515,0.9943765501437555,-0.02307886744714544,0.9996954175728785,0.9943765463849251,-0.02307886669162556,1.0,0.9943765450024905,-0.023078866413686724,0.9998157519221593
week_days_exp_19,0.00546943699861804,0.005330834312235862,0.005655272132327593,0.00522257676823852,0.05366025025455276,0.3417319803326002,-0.016231888834187663,0.05366025025455276,0.9204178951205666,-0.011288479167897705,0.08310684196477107,0.9958693801639396,-0.010071030069676372,0.122874149794046,0.9995873221035636,-0.009674467114346188,0.17591412721997549,0.999946750897607,-0.009534395444922647,0.2457596351843172,0.9999928339723503,-0.009483604599085545,0.3351630904351835,0.9999990305568517,-0.0094650173822397,0.44371376011659047,0.9999998687909089,-0.009458192637639888,0.5647686148526391,0.9999999822425636,-0.009455683723235657,0.6846441271535195,0.9999999975971969,-0.00945476098431979,0.7877824051150333,0.9999999996750276,-0.009454421559991332,0.8651029372303916,0.9999999999557642,-0.009454296697136391,0.916993471274457,0.9999999999940847,-0.009454250763249567,0.949376736906722,0.9999999999989928,-0.009454233865198787,0.9688516127238297,0.9999999999997384,-0.009454227648764173,0.9804493443450263,0.9999999999998808,-0.00945422536186578,0.9874167549050037,1.000000000000037,-0.009454224520565204,0.9916881514997864,0.9999999999999681,-0.00945422421106499,0.9943765450024905,1.0,-0.00945422409720956,0.9961168462831029
week_days_exp_inv_19,-0.005228412251395636,-0.004869069069561953,-0.005710062801100326,-0.004930503875355435,-0.7056977438644266,-0.37903030847971597,0.9418146210548077,-0.7056977438644266,-0.11307400105466683,0.9916144274874349,-0.5750394947954879,-0.023999269241236455,0.9988462553095747,-0.47724211646957604,-0.011626396570245499,0.9998429670386428,-0.4094065625582348,-0.009839457720820002,0.9999787039133687,-0.36053149889735947,-0.009540800196914079,0.9999971157075012,-0.3214038854242946,-0.009478654261956342,0.9999996095475834,-0.28550891674973095,-0.00946220944944164,0.99999994715364,-0.24868303319879465,-0.009457026178360192,0.9999999928481275,-0.20957611216983912,-0.009455236516235211,0.9999999990321795,-0.1699452347877645,-0.009454593986653293,0.9999999998691717,-0.13322010856788669,-0.009454359758083201,0.9999999999824177,-0.10212675826292636,-0.00945427388046992,0.9999999999975175,-0.07755924776952033,-0.00945424232714178,0.9999999999996613,-0.05899637238548459,-0.00945423072463927,1.0000000000001354,-0.045328148782717674,-0.009454226457034028,1.0000000000000673,-0.035400418248399686,-0.009454224887169235,1.0000000000000935,-0.028236178748113516,-0.009454224309658409,1.0000000000000915,-0.023078866413686724,-0.00945422409720956,1.0,-0.01936704669314538
week_days_pow_19,0.009741502591168998,0.009587152900256062,0.009794753718498304,0.009426151982948681,0.08318527366564174,0.38518518851277167,-0.032434824224047906,0.08318527366564174,0.9437351328563115,-0.023107873088978992,0.11775644973296163,0.9998481488278298,-0.020630221135802502,0.161470852932065,0.9982022026434753,-0.019818206339352454,0.21755609907323403,0.9969276823200486,-0.01953127786459209,0.2897084538756283,0.99642007461266,-0.01942723283343126,0.3805986786489044,0.9962290485463265,-0.01938915681199839,0.4894929640717909,0.9961582106080039,-0.019375176276291577,0.6093009246289893,0.9961320748172018,-0.019370036747465593,0.7260721341819009,0.9961224497190628,-0.01936814651023265,0.8245013093709546,0.9961189074525965,-0.01936745119706762,0.8962588059159473,0.9961176041372002,-0.019367195414613878,0.9425620133737689,0.9961171246487116,-0.019367101318720867,0.9698827114263957,0.9961169482512845,-0.019367066702943234,0.9850382220018791,0.9961168833580324,-0.01936705396853032,0.9930659700703495,0.9961168594847444,-0.019367049283805136,0.9971254577344181,0.9961168507024617,-0.019367047560391697,0.9990394773415947,0.996116847471687,-0.019367046926383833,0.9998157519221593,0.9961168462831029,-0.01936704669314538,1.0
