,open,high,low,close,quantity,quantity,quantity_exp_1,quantity_exp_1,quantity_exp_inv_1,quantity_exp_inv_1,quantity_pow_1,quantity_pow_1,quantity_exp_2,quantity_exp_2,quantity_exp_inv_2,quantity_exp_inv_2,quantity_pow_2,quantity_pow_2,quantity_exp_3,quantity_exp_3,quantity_exp_inv_3,quantity_exp_inv_3,quantity_pow_3,quantity_pow_3,quantity_exp_4,quantity_exp_4,quantity_exp_inv_4,quantity_exp_inv_4,quantity_pow_4,quantity_pow_4,quantity_exp_5,quantity_exp_5,quantity_exp_inv_5,quantity_exp_inv_5,quantity_pow_5,quantity_pow_5,quantity_exp_6,quantity_exp_6,quantity_exp_inv_6,quantity_exp_inv_6,quantity_pow_6,quantity_pow_6,quantity_exp_7,quantity_exp_7,quantity_exp_inv_7,quantity_exp_inv_7,quantity_pow_7,quantity_pow_7,quantity_exp_8,quantity_exp_8,quantity_exp_inv_8,quantity_exp_inv_8,quantity_pow_8,quantity_pow_8,quantity_exp_9,quantity_exp_9,quantity_exp_inv_9,quantity_exp_inv_9,quantity_pow_9,quantity_pow_9,quantity_exp_10,quantity_exp_10,quantity_exp_inv_10,quantity_exp_inv_10,quantity_pow_10,quantity_pow_10,quantity_exp_11,quantity_exp_11,quantity_exp_inv_11,quantity_exp_inv_11,quantity_pow_11,quantity_pow_11,quantity_exp_12,quantity_exp_12,quantity_exp_inv_12,quantity_exp_inv_12,quantity_pow_12,quantity_pow_12,quantity_exp_13,quantity_exp_13,quantity_exp_inv_13,quantity_exp_inv_13,quantity_pow_13,quantity_pow_13,quantity_exp_14,quantity_exp_14,quantity_exp_inv_14,quantity_exp_inv_14,quantity_pow_14,quantity_pow_14,quantity_exp_15,quantity_exp_15,quantity_exp_inv_15,quantity_exp_inv_15,quantity_pow_15,quantity_pow_15,quantity_exp_16,quantity_exp_16,quantity_exp_inv_16,quantity_exp_inv_16,quantity_pow_16,quantity_pow_16,quantity_exp_17,quantity_exp_17,quantity_exp_inv_17,quantity_exp_inv_17,quantity_pow_17,quantity_pow_17,quantity_exp_18,quantity_exp_18,quantity_exp_inv_18,quantity_exp_inv_18,quantity_pow_18,quantity_pow_18,quantity_exp_19,quantity_exp_19,quantity_exp_inv_19,quantity_exp_inv_19,quantity_pow_19,quantity_pow_19
quantity_exp_4,0.011104375296113161,0.01771574524112616,0.0017627165654317588,0.008418859904298878,0.7134210870026907,0.4604780093634516,0.8025242379447265,0.6053789501008224,-0.6412230875894371,-0.33431673475924584,0.7134210870026907,0.4604780093634516,0.8984170383528108,0.7558715056818535,-0.5852541519985504,-0.2239502870178301,0.9531775238990176,0.7006650520937928,0.9735864492983518,0.864231060894922,-0.5418682393756465,-0.13049799164878673,0.9739605361008461,0.680685342440229,1.0,0.893555810638913,-0.5076215809773386,-0.0615542513407692,0.9389291752385194,0.7147327945881914,0.9806110488883075,0.8711475831729197,-0.4799482005912043,-0.019670258244775658,0.8988616538547078,0.6987417022292067,0.941054729707515,0.8378990302307798,-0.45706612319667417,0.0017906372767792123,0.8654244323278591,0.7232041877144094,0.9010000603799598,0.8108193495923166,-0.4377548938646237,0.011491682571020895,0.8396371177637648,0.7174278529871243,0.8677581921848547,0.7921317681277249,-0.42117028502887416,0.015428549254513892,0.8201852888663311,0.7361450561562757,0.8420892580295609,0.7799606608332899,-0.4067164808044762,0.01681454219906528,0.8055625824597802,0.7324695875506574,0.8227165127462729,0.772172698681448,-0.3939629797270855,0.017167164086026924,0.7945334108668745,0.7456503997903865,0.8081309636206031,0.7671927651290419,-0.3825913036985824,0.01714778899399038,0.7861683992689127,0.7423780000213513,0.7970867441431191,0.7639870457208192,-0.37236059030896246,0.017023948715441148,0.7797864797514152,0.7514126992089778,0.78865382040216,0.7619036455619307,-0.36308500766754453,0.016893187616255124,0.774890675314825,0.7484570701382296,0.7821589996425147,0.7605357538679385,-0.35461861769517705,0.016784237288191364,0.7711167033824211,0.7546380806363687,0.7771169636301615,0.7596287968306259,-0.346845004398199,0.016700421578984746,0.7681954403464155,0.7520969549120763,0.7731753709830785,0.7590220628438391,-0.3396700105573322,0.016637265589976826,0.7659263229461268,0.7563573664682678,0.7700755443482306,0.7586129525835242,-0.33301654538535286,0.016589080571989795,0.7641586175717422,0.7542655314205285,0.7676252528470322,0.7583351927414286,-0.32682080136240865,0.01655106428024152,0.7627781719090486,0.7572328999235745,0.7656799738466484,0.758145488441613,-0.3210294495389162,0.016519704181572455,0.7616979575642207,0.7555635873256237
quantity_exp_4,0.006467167998903654,0.011347302457509006,-0.003276108214598152,0.0019381137129298486,0.5117906445886924,0.5705290494811657,0.6036502894674831,0.7067114038810555,-0.4424740007170175,-0.4546274258952156,0.5117906445886924,0.5705290494811657,0.7140016809948883,0.8543526803012522,-0.3914376353907907,-0.3496403855698088,0.7957954001468457,0.6580808530638628,0.8208869257510256,0.965718838605812,-0.35339105233631973,-0.25112475617799557,0.8805095637038431,0.7997906566069047,0.893555810638913,1.0,-0.32425170983436236,-0.16716472903421514,0.899959604404637,0.7764085112881077,0.9231860801483143,0.9817328118021212,-0.301257775018068,-0.10693621778180344,0.9002920700849447,0.823116286329258,0.9255773346327375,0.9513871630273684,-0.2826068700647028,-0.06957176568270076,0.8961345446768478,0.8119179392854144,0.9177582249677723,0.9261948153944413,-0.2671184202219056,-0.04821149716405309,0.8916379604432161,0.8419716197585633,0.9083739963350297,0.9086528027294667,-0.2540022325613006,-0.03637267283601045,0.8878359902076908,0.8360988991621804,0.9003054769481263,0.8971324439004176,-0.24271397011147675,-0.02979858279156763,0.8848557235249012,0.8562978713500272,0.8940512772132925,0.8896916898901025,-0.23286722974045101,-0.0260577219581961,0.8825844313967095,0.8518111322972765,0.8893805734738209,0.8848853753715636,-0.224179870415355,-0.02383809836181443,0.8808709101450922,0.8652096960905258,0.8859313218818875,0.8817597329717553,-0.2164406400206371,-0.02244605599990128,0.8795813991754297,0.8613903844137862,0.883384333576244,0.8797087514595338,-0.20948788219855544,-0.021515337623949134,0.8786101571865179,0.870277468339739,0.8814949588453588,0.8783504845494216,-0.20319555828610525,-0.020850549486389973,0.877876979407492,0.8670753250166151,0.8800845644757282,0.8774431842216177,-0.1974638079187859,-0.020345522784705635,0.8773219646945003,0.8730215621363745,0.8790247184174861,0.8768324234429395,-0.19221240346799,-0.019941161723770848,0.8769005800778326,0.8704234614529994,0.8782231989067385,0.8764184856887481,-0.18737610121591683,-0.01960363053374312,0.8765797121916951,0.8744513498927314,0.8776134549934949,0.8761362855484414,-0.18290126891743627,-0.01931294487552798,0.8763346852893719,0.8723996654757986,0.877147100241604,0.8759429134787201,-0.1787433933573373,-0.01905690368822638,0.8761470572068536,0.8751643035294935
quantity_exp_inv_4,-0.03667000738779829,-0.051913136564459436,-0.02723569629031543,-0.04175096772703192,-0.9469611269098908,-0.41237034824723423,-0.893413194757833,-0.47141624079901334,0.9762523375551825,0.32295721882361766,-0.9469611269098908,-0.41237034824723423,-0.8019503218207499,-0.48027650365327695,0.9913729512358618,0.2168571427404897,-0.5184632711319637,-0.4090188407351531,-0.6663875642800451,-0.4228860936339369,0.9981955540623886,0.11169618671726135,-0.31623073499051124,-0.12824459316558562,-0.5076215809773386,-0.32425170983436236,1.0,0.029309626562843378,-0.214018299207104,-0.16673696102649976,-0.3652993983120189,-0.23364414108848486,0.9986674108273059,-0.020456686051192538,-0.16269787724151447,-0.07562383710186851,-0.2619892748455956,-0.17183842085020845,0.995325114541166,-0.044231713885103476,-0.1348050558255162,-0.11667990917354253,-0.19564887240211287,-0.1348374230337157,0.9906775700024484,-0.05317737696234546,-0.11850155507489422,-0.07009296853126813,-0.15524451567654365,-0.11376338139586184,0.9851803683001078,-0.055265456071841065,-0.10838160892385224,-0.1023589613765798,-0.1308889388425339,-0.1019148414414805,0.9791361064935626,-0.05471325071875966,-0.1017950623366901,-0.07236023425106937,-0.11600363567229587,-0.0952188529206467,0.9727498517350216,-0.05341282522664364,-0.09734628175735523,-0.0964543354380321,-0.10666010771517577,-0.0913787181310186,0.9661626521501069,-0.052098120403122235,-0.0942523131396097,-0.0754813740581079,-0.10060206560095526,-0.08913269610320118,0.9594725359485405,-0.05099396640661569,-0.09204983182537622,-0.09320784578317173,-0.09654143966975473,-0.08779023936381719,0.9527480710838386,-0.050126494220987486,-0.09045222132775407,-0.07812372006439501,-0.09373377649115949,-0.08697021760665626,0.946037339495984,-0.04945787883187686,-0.08927551347725142,-0.0910985645453522,-0.09173867142343814,-0.08645894941274773,0.9393739988563292,-0.04893925377903491,-0.08839791172375391,-0.08013217908268547,-0.09028778685668908,-0.08613422573006942,0.9327814474205505,-0.048528387442520464,-0.08773663305394541,-0.08961754289703304,-0.08921227919089243,-0.08592460449171231,0.9262757271425596,-0.04819344089545861,-0.08723413074657152,-0.08160478236944245,-0.08840243766768457,-0.08578738198000217,0.919867572376481,-0.047911939129188376,-0.08684961863958922,-0.0885431233027286,-0.08778478472557948,-0.0856964807693197,0.9135638710295165,-0.04766858047378622,-0.08655370274793567,-0.08267124595400345
quantity_exp_inv_4,0.002948386508144657,3.063542224671908e-05,0.004566768054894236,0.0017716739829646024,-0.05170166446030522,-0.6471628317931026,-0.05883184341052294,-0.5265059022830842,0.044744045429746394,0.7709161957105065,-0.05170166446030522,-0.6471628317931026,-0.06439230102727388,-0.40220196571669165,0.03863944986521505,0.8891951014565698,-0.07594624322280319,0.5465303343198095,-0.06573169654698391,-0.274647488980116,0.03351967862344179,0.9730584296402657,-0.06396319252127254,-0.6268772471227244,-0.0615542513407692,-0.16716472903421514,0.029309626562843378,1.0,-0.04950835654855663,0.4629848474029666,-0.053912106156771396,-0.09786735688650752,0.025876311971609594,0.982247635542177,-0.039767677635534245,-0.4500025464076308,-0.04598117973541501,-0.06052183840173842,0.02308422971509624,0.9475137382812424,-0.03385033649487632,0.3328052228321787,-0.039464895307590196,-0.04187683341020892,0.02081327014068041,0.9131707720133325,-0.030245923983464998,-0.32737749196971916,-0.03464912663364077,-0.032724524041071436,0.018962657454788125,0.884788436180602,-0.027980166550788593,0.23431168108868555,-0.03124842716394369,-0.028174941819755925,0.017449955386232733,0.862518201453581,-0.026503934133456798,-0.24140013146379607,-0.028884564622586553,-0.02584921778179452,0.01620857452048091,0.845027221120233,-0.02551032045334593,0.1625020936022586,-0.027242301021505586,-0.024616748661772533,0.015185067040526582,0.8309458217602623,-0.024822891506250954,-0.18005790430021465,-0.026092798009017055,-0.023937593573384573,0.0143366624498874,0.8192251931686254,-0.024336338801288066,0.11070604619238401,-0.02527883177305597,-0.023548674248128763,0.013629172343204382,0.8091417371568215,-0.023985433410471112,-0.1361908123514754,-0.024694688193232287,-0.023317974579736358,0.013035267065057192,0.8002195523737604,-0.023728399474441074,0.07354524156160994,-0.024269648476903716,-0.0231768739069607,0.012533082915886505,0.7921532418846632,-0.0235376888874461,-0.10480314695719203,-0.023956214197962487,-0.02308833228602971,0.01210510736572474,0.7847492718520106,-0.023394669622292762,0.04691119452367822,-0.02372218475996401,-0.02303159322783435,0.011737291543909767,0.7778854685089086,-0.023286459751451064,-0.08230103905575673,-0.02354545949853861,-0.022994610914084477,0.011418345629032274,0.7714842459742426,-0.023203980816688848,0.027787925231115826,-0.023410657580490515,-0.022970173269170748,0.011139180106426845,0.7654953357519398,-0.023140727365188785,-0.06611819328229106
quantity_pow_4,0.006006042011465394,0.007676226882879929,-0.0019842369871019574,0.00010723635630935949,0.4355317241538727,0.33701008633450474,0.5512564846619356,0.47873817432314236,-0.35040947477637446,-0.23164195997746034,0.4355317241538727,0.33701008633450474,0.6938331107901375,0.6525215089416997,-0.2896423037220922,-0.15206819077374353,0.8373088664192725,0.6252018841945892,0.8366031118223817,0.8116214726622061,-0.24601755290491895,-0.09160933747479413,0.9742486723098094,0.7289903748132641,0.9389291752385194,0.899959604404637,-0.214018299207104,-0.04950835654855663,1.0,0.7741867828541762,0.9848770695602589,0.9235768402701414,-0.1899046542566143,-0.02431076119016827,0.989174153080872,0.7985389988744045,0.9912509657193233,0.9192345520939259,-0.17123171957248665,-0.011120830441577016,0.9700196430237304,0.8172650533590663,0.9799266908228867,0.9087456846879494,-0.15640364645990973,-0.004772044412821876,0.9514193719001166,0.8308606394738657,0.9636961697850975,0.8993011650712914,-0.14436369398766796,-0.0018503525659552362,0.9356789298989469,0.8422805538406887,0.9478892870957494,0.8922573719314896,-0.13439689910449415,-0.0005355229943623009,0.923002024803887,0.850429158195715,0.9342071737834428,0.8873343934348505,-0.1260077773508601,5.116444169388309e-05,0.9129937648748444,0.8572609521534487,0.9229134893012709,0.8839766987855905,-0.11884458371485375,0.00031400432058180275,0.9051545818869425,0.8619284642918781,0.9137821853931962,0.8817048294731925,-0.11265184234521396,0.00043433162162300837,0.8990305425731592,0.8659017849590817,0.9064644588935903,0.8801688041571805,-0.10724004530443859,0.000492253158818368,0.8942477501399071,0.8684936724508804,0.9006192823027801,0.8791277279395855,-0.10246589979534575,0.0005227963390967425,0.8905097251991669,0.8707780075736001,0.8959528376067982,0.8784194419624525,-0.0982191689638675,0.0005411610229927805,0.8875849800938298,0.8721882436987098,0.8922244531644492,0.8779355494197327,-0.09441371688298063,0.0005539061824974196,0.8852937982235235,0.8734995793381659,0.889241343201976,0.8776035927972543,-0.09098129018916815,0.0005638550271002256,0.8834968325468878,0.8742534691714368,0.886850572927847,0.8773749833782537,-0.08786711783411964,0.000572228436505721,0.8820859594488476,0.875009424622624,0.8849312505369384,0.8772169897548872,-0.08502674257188363,0.0005795658883454375,0.8809771525910095,0.8754043710085309
quantity_pow_4,0.004137407234190058,0.004908145771661879,-0.0031423978930474415,-0.0018211890952626762,0.31218468661147525,0.08143802406272428,0.39468803623451426,0.26466446937516924,-0.2543041798888742,0.08250849200953368,0.31218468661147525,0.08143802406272428,0.5024163414454914,0.470065748190852,-0.21453143977848418,0.2359470653795971,0.5887639688274185,0.8470993135438797,0.6191631370085555,0.6592443641981315,-0.18676470403880963,0.36946133202235615,0.7185774866937913,0.3242675835903909,0.7147327945881914,0.7764085112881077,-0.16673696102649976,0.4629848474029666,0.7741867828541762,1.0,0.7724952962449939,0.8221948717750911,-0.1517365925594362,0.5127159835537287,0.7968388334052756,0.47310382796227984,0.7998632100523629,0.8320315410160438,-0.14008576848950416,0.5326361406500699,0.8059722362871709,0.9744262099987394,0.8107406951577664,0.8298754499299347,-0.13074124271411425,0.5374735101489788,0.8095571264111547,0.5749224759204735,0.814294020545545,0.8252132287652353,-0.1230407388456504,0.5358811407709854,0.8108411061653011,0.9394216411121259,0.8149216342610753,0.8209247519214045,-0.11655169032552688,0.5318790405368489,0.8111731208308263,0.6462827153417512,0.8144903873389681,0.8176138680603005,-0.11098257593504479,0.5271366219975824,0.8111252450091286,0.9090069428512725,0.8137529749167918,0.8152182387246705,-0.10613069700840802,0.5222947849517304,0.8109431274269977,0.6956209984601736,0.8129997879082642,0.8135326260392514,-0.10185090022425419,0.5175763909449859,0.8107314883743088,0.8845517033040418,0.8123323677122816,0.8123611760467591,-0.0980364070909048,0.5130453277397269,0.8105328558970534,0.7295623589941731,0.8117760772062371,0.811551129220434,-0.09460675323701043,0.508711130344095,0.8103620501935185,0.8656045629285914,0.8113267956943256,0.8109917462599494,-0.09149999413912725,0.5045687663054476,0.8102217204640626,0.7529843238950928,0.8109703822089527,0.810605264271772,-0.08866753421217761,0.5006121146771464,0.810109486112828,0.8512328907442613,0.8106906927275929,0.8103378578425099,-0.08607061014778555,0.4968373193847356,0.810021234141933,0.769263573297802,0.8104727068560917,0.8101524959480322,-0.0836778435723952,0.4932426527843416,0.8099526088723001,0.840464622543364,0.8103035552641064,0.8100237482603861,-0.08146350144346422,0.4898274926194858,0.8098996379813677,0.7806763794964577
quantity_exp_5,0.009153078143935562,0.013323317928563493,0.00010738738591589677,0.004522644242364142,0.5752175642473184,0.39949121704233037,0.6774574901384723,0.5462183982216834,-0.49744078501980554,-0.28213447556880183,0.5752175642473184,0.39949121704233037,0.7980708556957428,0.7145056158570384,-0.44012990820072373,-0.18651694018805642,0.8925170156770565,0.6743932167262253,0.9106797703786621,0.856547625940643,-0.39760501175620444,-0.10938125851005208,0.9798406563954187,0.7239919148360737,0.9806110488883075,0.9231860801483143,-0.3652993983120189,-0.053912106156771396,0.9848770695602589,0.7724952962449939,1.0,0.9293065823270089,-0.34005046978414527,-0.020513206859313605,0.9670078853545448,0.7801474519932332,0.9888910147191181,0.9139741866467059,-0.3197647621913447,-0.003333450251602523,0.9460861930190586,0.805728049598065,0.9676384058772484,0.8973379183624659,-0.3030618465578505,0.004573939840333749,0.9276175358049465,0.8108675045198758,0.9463308508952132,0.8846289295569557,-0.28901776439024707,0.007917595050916956,0.9126092039152602,0.827949938105367,0.9281918538164698,0.8758952943818347,-0.2769995146244195,0.009208769498697216,0.9007766964757046,0.8305541295539298,0.9136210295283885,0.8701107395183818,-0.26656195156023266,0.009638670795981002,0.8915513631511248,0.8416756798699032,0.9021536619126747,0.8663191180012638,-0.25738379388485694,0.009734246972271687,0.8843823001253184,0.8424078769208544,0.8931768711723586,0.8638317818810498,-0.2492274442105483,0.009715502004492654,0.8788110129975769,0.849572439271565,0.8861438658595221,0.8621909908520623,-0.24191326899370552,0.009668126249862678,0.8744755512583526,0.8493080212197427,0.880616135668401,0.8611007402080167,-0.23530275703434056,0.00962186048223914,0.8710957738350789,0.8539532683073278,0.8762545981795252,0.8603708221512983,-0.2292872278511674,0.009584543919465862,0.8684562300769446,0.8532760757466592,0.8727998768612958,0.8598786373031988,-0.22378008367431876,0.009556289994744123,0.8663913145372513,0.8563306641031448,0.8700536226286356,0.8595445947403164,-0.21871137526968845,0.009535069253579135,0.8647734981783479,0.8555546831029415,0.8678635439225498,0.859316573722907,-0.21402391252475114,0.009518713277645417,0.8635043052930076,0.8575971240814864,0.8661120607036213,0.8591601380147953,-0.20967042852560197,0.00950550027985557,0.862507474910597,0.8568688164557453
quantity_exp_5,0.007441305076871049,0.010178170990166286,-0.0018845857456778717,0.0013214918213784585,0.41435734574077576,0.42795796478848824,0.5121401531272617,0.5712274991630317,-0.34417945876289147,-0.31830557420606476,0.41435734574077576,0.42795796478848824,0.6368093813906295,0.7443073732802783,-0.29483730436188554,-0.2300152273170726,0.7364974969853023,0.6454932837618027,0.7680694067754897,0.8995448824470383,-0.25960020215613344,-0.1558513343785376,0.871117001837239,0.7912620753249411,0.8711475831729197,0.9817328118021212,-0.23364414108848486,-0.09786735688650752,0.9235768402701414,0.8221948717750911,0.9293065823270089,1.0,-0.21384943344312143,-0.05885575873197151,0.9430975609535398,0.864924675785551,0.9535377240229459,0.9924682315024173,-0.1982531944640765,-0.0358573946104799,0.9500522646636534,0.8762191421815606,0.9607064590239942,0.9804698224949175,-0.18561260438312344,-0.023284378130072746,0.9521679778446596,0.9001900629489062,0.961160520254087,0.9704350818955698,-0.1751227142142001,-0.01660476157489457,0.9524315499997886,0.9064918154195634,0.9594860974929231,0.9632230028687684,-0.16624632587590832,-0.013048655406803281,0.9520288784066446,0.9212777378420257,0.957414777737527,0.9583002714825801,-0.15861332505100034,-0.011109732150142434,0.9514364183026932,0.9243291746159757,0.9555188501067957,0.954997704196148,-0.1519607739678702,-0.010007407755092068,0.9508421680938006,0.9334427240527279,0.9539415607777184,0.952789853262358,-0.14609658957605942,-0.009343838026773193,0.9503142294075,0.9345966279313684,0.9526796834201838,0.951310595823506,-0.14087695324948146,-0.008916179092847198,0.9498705909398786,0.940238147419769,0.9516875448104621,0.9503150762167537,-0.1361918558748516,-0.008619842847798938,0.9495088547641447,0.9404292433139154,0.9509135135790859,0.9496416574644784,-0.13195557867169136,-0.008399854500383483,0.9492191493089485,0.9439651182806575,0.9503115535424844,0.9491837878457468,-0.12810024967529535,-0.008226568909632245,0.9489897489167866,0.9437302628274499,0.949843828335514,0.9488709776635637,-0.12457137016617627,-0.008083505017680676,0.9488094382419057,0.9459839454159421,0.9494803006136406,0.9486563352766173,-0.1213246369635488,-0.007961182469553386,0.9486683973782234,0.9456013853783519,0.9491975000724201,0.9485084757315961,-0.11832363874717688,-0.007853944313389682,0.9485584160049823,0.9470648334775837
quantity_exp_inv_5,-0.03898547133864835,-0.054173778298790866,-0.02948898135392905,-0.043972167893357526,-0.9303502212016183,-0.3950597483648201,-0.8719991072547036,-0.4500105834130191,0.9642160883710035,0.3097330747242158,-0.9303502212016183,-0.3950597483648201,-0.776283703405346,-0.45569857211721465,0.9834145987920888,0.2074547746041246,-0.48164648297988427,-0.3872150361197344,-0.6383419939472746,-0.3976854572729877,0.9937884118313166,0.10566331666527767,-0.2858790988838485,-0.10966133444320267,-0.4799482005912043,-0.301257775018068,0.9986674108273059,0.025876311971609594,-0.1899046542566143,-0.1517365925594362,-0.34005046978414527,-0.21384943344312143,1.0,-0.022200953305922602,-0.1427394642823873,-0.06241097933597038,-0.23975609097187295,-0.15475456518509675,0.9989773308749458,-0.04501259353434484,-0.11746043124106582,-0.10414983937654419,-0.1760955789468956,-0.1196450841023454,0.9963588028308136,-0.05344014107370669,-0.10282582920897519,-0.05814495961681414,-0.13776777886612487,-0.09979455920136754,0.9926457107462936,-0.055249176720159436,-0.09380284320536258,-0.09038130708912,-0.11493040591418166,-0.08871544385267442,0.988178238719593,-0.05453979412937615,-0.08795865460328112,-0.060654496451182635,-0.10113147181062097,-0.0824997428299297,0.983192306567726,-0.05314399965531251,-0.0840253860915421,-0.08457627651752055,-0.09256273354911541,-0.0789601504298192,0.977854347842347,-0.051766052963607284,-0.0812973414323062,-0.06378198736612616,-0.08706054067894388,-0.07690358646620826,0.972283369593613,-0.05061615721585087,-0.07935942471618194,-0.08133221526033547,-0.08340284709969012,-0.07568172845313519,0.9665653690499773,-0.0497131161247922,-0.0779560529987271,-0.06638523423158459,-0.080890831114036,-0.07493929200711417,0.9607629907236562,-0.049015322750630454,-0.07692378368586134,-0.07921167310976411,-0.07911534941144412,-0.07447847021815499,0.954922129865148,-0.0484718759874891,-0.07615473261325827,-0.06835478262521336,-0.07782953880058366,-0.07418688090776052,0.949076527188417,-0.048039390578106425,-0.07557575346884277,-0.0777228692183912,-0.07687944015114348,-0.07399922749532144,0.9432510140530795,-0.0476853312194218,-0.07513610340301403,-0.06979741341205688,-0.07616578648063843,-0.0738766929679655,0.9374638344731259,-0.04738677222515988,-0.07479988122930034,-0.07664553886295213,-0.07562252870350492,-0.07379568638198669,0.9317283256755959,-0.04712809880842155,-0.07454125184566515,-0.07084247841750264
quantity_exp_inv_5,0.0008477894451658023,-0.0006890542178899946,0.0016622374586623826,0.0002233273114357208,0.004914100680302294,-0.5139236868006255,-0.0018620165589437513,-0.395797680193758,-0.010466932151002799,0.6481496630242138,0.004914100680302294,-0.5139236868006255,-0.009279847019142454,-0.28683836067180346,-0.014784377435091879,0.7914572792678004,-0.02776177537375945,0.5755244506377216,-0.015812170872886958,-0.1858185696276249,-0.018045507593079664,0.9133298345875217,-0.029740693682814956,-0.6237443763632302,-0.019670258244775658,-0.10693621778180344,-0.020456686051192538,0.982247635542177,-0.02431076119016827,0.5127159835537287,-0.020513206859313605,-0.05885575873197151,-0.022200953305922602,1.0,-0.019684832540661917,-0.4700886179781388,-0.019499282107550447,-0.03410241712858332,-0.023428041554197098,0.9904711397439381,-0.01669765915884681,0.378425444123958,-0.017861667156812745,-0.022238504954845674,-0.024256667515561145,0.9725355596357643,-0.01484372263620888,-0.3447274415307869,-0.01626878392351184,-0.016633796621204646,-0.02477971533702462,0.954510612541166,-0.01367188591111373,0.27257996325695766,-0.014954352530975339,-0.013947381978090465,-0.025069429690534967,0.9387648237358192,-0.012907206479699266,-0.25248195697109654,-0.013945669923686248,-0.012620120286123008,-0.025181851806451633,0.9254289406094337,-0.012392211848053544,0.1942479779249477,-0.013197358277863029,-0.011938070630079962,-0.02516039952433359,0.9140352744262392,-0.012035719209799522,-0.18546022342544638,-0.01264992898640539,-0.011572034222860787,-0.025038687953550885,0.9040799748950225,-0.011783224863822947,0.1373400600908418,-0.012250610647756417,-0.011366896817718856,-0.024842727959856266,0.8951695805309585,-0.011600974578962435,-0.13712962559936465,-0.011958300756652326,-0.011247236062065923,-0.0245926315917998,0.8870311457374782,-0.011467358251079128,0.09632829306558865,-0.011742795186061592,-0.0111749595385362,-0.02430393269943613,0.8794867483439281,-0.011368127266342792,-0.10238333259327292,-0.011582493702173381,-0.011130016076150794,-0.023988609364529855,0.8724249371879866,-0.011293642686379389,0.06683505948941476,-0.011462115331939056,-0.011101402369428363,-0.023655875966616127,0.8657777771530247,-0.011237237047376707,-0.0773928228631698,-0.011370863253983449,-0.011082838562180342,-0.023312797436759694,0.8595044302779314,-0.011194208195789855,0.04560038990278063,-0.01130107422111416,-0.011070612716296271,-0.022964766215788107,0.8535801034726667,-0.011161183778995503,-0.05937641775262719
quantity_pow_5,0.006821654787241043,0.007566858008292559,-0.0013263966150890171,-8.685826369525002e-05,0.36326291849916387,0.29313678575734586,0.47633157863451087,0.4325709300053472,-0.2832518140652908,-0.194962721110406,0.36326291849916387,0.29313678575734586,0.6219578066411062,0.6129338043878507,-0.228153453502274,-0.1248230174147911,0.7605668222709459,0.5957208449010216,0.7766420025823586,0.7894741245127763,-0.18990649205971907,-0.07400507346851759,0.9321563872006382,0.7318940480653032,0.8988616538547078,0.9002920700849447,-0.16269787724151447,-0.039767677635534245,0.989174153080872,0.7968388334052756,0.9670078853545448,0.9430975609535398,-0.1427394642823873,-0.019684832540661917,1.0,0.8341318141069055,0.9927418891317766,0.9520045710052073,-0.12763550182276528,-0.009289409073045497,0.9950307452314833,0.8595350076773233,0.9962577957331397,0.9499439955343841,-0.11586902766127372,-0.004310154735575276,0.9857215747591801,0.8780868765754923,0.9907836084554476,0.945738491318576,-0.10646379942479757,-0.002018258065878629,0.9761640966092224,0.8919132483565119,0.9826295573003199,0.9419496171253041,-0.0987766981398168,-0.0009818921965438145,0.96768423334856,0.9022517791008668,0.974386255355542,0.9390651948321145,-0.09237283639250901,-0.0005152948330807088,0.9605816944659579,0.9099767181743734,0.9669842062812566,0.9369986507945292,-0.08695027395775151,-0.0003037615646344633,0.9547912911007107,0.9157219818584788,0.9606658037466583,0.9355544976292076,-0.08229401814585081,-0.00020584068844622678,0.9501357419381241,0.9200063764237207,0.9554042380180949,0.9345554181504208,-0.07824736238174561,-0.00015859680638639665,0.9464209415428736,0.9231756743629966,0.9510790736569329,0.9338665312356293,-0.07469362395677526,-0.0001341459157023791,0.9434696124615479,0.9255415285134317,0.9475484145484879,0.9333915702573831,-0.07154423460931214,-0.00012013265832115793,0.9411308183770083,0.9272837748410927,0.9446772032985088,0.9330636318432897,-0.06873079440117172,-0.00011105897170236059,0.939280258828548,0.9285888672327653,0.9423469035988924,0.9328367278078858,-0.06619965293062313,-0.00010445495568943487,0.9378173519428566,0.9295452482709894,0.9404574013365369,0.9326793628000477,-0.06390813762940219,-9.919209290989387e-05,0.9366615125598632,0.9302655659392668,0.9389258271449406,0.932569969060362,-0.06182187820196874,-9.47400320974779e-05,0.9357485554316558,0.9307900661110922
